time,x,dxdt,d2xdt2,y,dydt,d2ydt2
0.14285714285714285,0.013535781,-0.0037364212,-0.3134286,0.026440352,0.008826031,-0.5301976
0.2857142857142857,0.009803755,-0.018237492,0.110413596,0.022291034,-0.022532223,0.09118199
0.42857142857142855,0.008325068,-0.019220414,-0.1241745,0.020002574,-0.02163413,-0.07860869
0.5714285714285714,0.004312208,-0.019006738,0.12716594,0.016109854,-0.031002564,-0.052549392
0.7142857142857142,0.0028945708,-0.017624838,-0.10781935,0.011144698,-0.042227473,-0.10459936
0.8571428571428571,-0.0007234609,-0.022919493,0.033694185,0.0040448606,-0.0483852,0.018391192
1.0,-0.0036538562,-0.025022762,-0.06313994,-0.002679646,-0.043710213,0.047058612
1.1428571428571428,-0.007872822,-0.019139236,0.1455093,-0.008443773,-0.04227535,-0.026970536
1.2857142857142856,-0.00912221,-0.007627427,0.015656024,-0.014758319,-0.03786051,0.08877832
1.4285714285714284,-0.010052087,-0.0077497545,-0.017368607,-0.019261062,-0.03140342,0.0016209483
1.5714285714285714,-0.011336425,-0.008503445,0.0068169273,-0.023730725,-0.01791857,0.18716696
1.7142857142857142,-0.012481643,0.005753271,0.19277713,-0.024380654,-0.0013520418,0.04476446
1.857142857142857,-0.0096926335,0.012813314,-0.09393651,-0.024117023,0.0077142115,0.082163095
2.0,-0.008820696,0.014585561,0.11874797,-0.022176594,0.016056044,0.03462258
2.142857142857143,-0.00552533,0.01939582,-0.051404323,-0.019529581,0.02196875,0.048155308
2.2857142857142856,-0.0032790324,0.02181826,0.08531847,-0.015899807,0.037171345,0.16468105
2.4285714285714284,0.0007084587,0.024203995,-0.05191817,-0.008909196,0.051205795,0.031801254
2.571428571428571,0.0036363953,0.02253882,0.028605733,-0.0012695789,0.044942927,-0.119481415
2.714285714285714,0.0071481224,0.02287584,-0.02388746,0.0039316416,0.044105437,0.107756555
2.8571428571428568,0.01017235,0.0149306385,-0.087345384,0.011331975,0.043985378,-0.109437376
3.0,0.011414019,0.012709866,0.056254573,0.016498893,0.03644828,0.003918022
3.142857142857143,0.013803741,0.008694134,-0.11247483,0.021745771,0.027459322,-0.12976348
3.2857142857142856,0.013898058,-0.005975043,-0.09289366,0.024344414,0.01348026,-0.06594339
3.4285714285714284,0.012096586,-0.01191556,0.00972642,0.025597274,0.0074728425,-0.018160462
3.571428571428571,0.010493612,-0.013905511,-0.03758574,0.026479512,-0.004993334,-0.15636602
3.714285714285714,0.008123582,-0.014238737,0.032920584,0.024170607,-0.023795916,-0.106870145
3.8571428571428568,0.006425401,-0.016707735,-0.06748658,0.019680679,-0.035208996,-0.05291301
4.0,0.0033499429,-0.018301798,0.045169696,0.014110893,-0.03907935,-0.0012719333
4.142857142857142,0.0011963153,-0.022954032,-0.11030098,0.008515149,-0.0423516,-0.04453957
4.285714285714286,-0.0032083525,-0.023735547,0.099359766,0.0020104349,-0.047659423,-0.029769957
4.428571428571428,-0.00558527,-0.020963311,-0.060548455,-0.00510183,-0.04715311,0.03685832
4.571428571428571,-0.00919787,-0.0131990975,0.16924745,-0.011461884,-0.041105326,0.047810674
4.714285714285714,-0.009356441,-0.008008608,-0.096580595,-0.01684621,-0.03239539,0.07412845
4.857142857142857,-0.011486044,-0.007676817,0.10122567,-0.02071771,-0.027180819,-0.0011244416
5.0,-0.011549817,0.00056874,0.014212139,-0.024612159,-0.013704418,0.18979406
5.142857142857142,-0.011323547,0.010642427,0.12681949,-0.024633259,0.00049901,0.009053946
5.285714285714286,-0.008509124,0.016177224,-0.04933232,-0.024469584,0.010514884,0.1311683
5.428571428571428,-0.0067014825,0.015082798,0.034010343,-0.021629006,0.020244328,0.005043924
5.571428571428571,-0.0041997526,0.019827396,0.032414038,-0.01868549,0.03570467,0.21140087
5.7142857142857135,-0.001036512,0.021099316,-0.014607143,-0.011427671,0.041939583,-0.12411207
5.857142857142857,0.0018286237,0.018545305,-0.021148983,-0.006702751,0.040618416,0.105615735
6.0,0.0042621475,0.018742343,0.023907516,0.00017759204,0.04099935,-0.10028267
6.142857142857142,0.0071835797,0.012936476,-0.10518969,0.00501135,0.036911827,0.043057352
6.285714285714286,0.007958284,0.007984969,0.035868593,0.010723829,0.040056195,0.0009638071
6.428571428571428,0.009465,0.007451433,-0.043338098,0.016455978,0.03517374,-0.069318175
6.571428571428571,0.010087265,0.0059355493,0.022115722,0.02077347,0.020522831,-0.13579458
6.7142857142857135,0.011160871,-0.0011553167,-0.121387854,0.022319645,0.005741432,-0.07114503
6.857142857142857,0.009757174,-0.014586735,-0.06665201,0.02241388,0.00085845584,0.002783358
7.0,0.0069932323,-0.0155264465,0.05349604,0.022564918,-0.0007581114,-0.025415301
7.142857142857142,0.0053210463,-0.009987998,0.024042241,0.022197276,-0.015848262,-0.18584684
7.285714285714286,0.0041395184,-0.013009975,-0.06634991,0.018036842,-0.038201284,-0.12709549
7.428571428571428,0.0016039105,-0.021258151,-0.04912459,0.011282623,-0.036024895,0.15756494
7.571428571428571,-0.0019342399,-0.02611286,-0.018841323,0.0077440143,-0.033930074,-0.12823746
7.7142857142857135,-0.005856907,-0.01790814,0.13370742,0.0015883148,-0.048022833,-0.06906116
7.857142857142857,-0.0070508514,-0.011220007,-0.040073566,-0.005976796,-0.045348685,0.106499225
8.0,-0.009062624,-0.011802777,0.031914793,-0.0113684535,-0.033450257,0.06007877
8.142857142857142,-0.010423074,-0.0033926608,0.085826844,-0.0155340135,-0.026266662,0.04049158
8.285714285714285,-0.010031955,0.0021594127,-0.008097805,-0.018873215,-0.023054494,0.0044787824
8.428571428571429,-0.009806098,0.0021129826,0.007447783,-0.022121012,-0.012129261,0.14847448
8.571428571428571,-0.009428246,0.012785203,0.1419633,-0.022338718,-0.0010937749,0.006022334
8.714285714285714,-0.006153183,0.020232268,-0.03770439,-0.02243352,0.010516553,0.15652227
8.857142857142856,-0.0036475977,0.014519899,-0.042268783,-0.019333988,0.024143575,0.03425604
9.0,-0.0020046404,0.018234259,0.09426981,-0.015535355,0.032789987,0.08679375
9.142857142857142,0.0015621909,0.022047581,-0.0408833,-0.00996542,0.04019211,0.016835958
9.285714285714285,0.0042946693,0.018054405,-0.015021164,-0.004051894,0.03367118,-0.108128935
9.428571428571429,0.006720593,0.011957101,-0.070341125,-0.0003450811,0.030044181,0.057350904
9.571428571428571,0.007710984,0.0051630954,-0.024774954,0.0045321584,0.038341578,0.058812678
9.714285714285714,0.008195763,0.0077517363,0.061015926,0.010609657,0.03708988,-0.07633644
9.857142857142856,0.009925766,0.0074492428,-0.06525084,0.015129268,0.023126883,-0.11914554
10.0,0.010324119,-0.005548253,-0.11671412,0.017217338,0.0103649935,-0.05952093
10.142857142857142,0.008340551,-0.01275185,0.015863754,0.018090695,0.0059627737,-0.0021101534
10.285714285714285,0.0066807326,-0.008757318,0.040059693,0.018920988,-0.0004377812,-0.08749762
10.428571428571429,0.0058384594,-0.017076256,-0.15652484,0.017965615,-0.009499132,-0.039361298
10.571428571428571,0.0018018016,-0.014503497,0.19254348,0.01620695,-0.018598868,-0.08803502
10.714285714285714,0.0016946027,-0.009281988,-0.119442366,0.012651652,-0.027485086,-0.036372036
10.857142857142856,-0.0008501953,-0.015135343,0.037495382,0.008354068,-0.030791132,-0.00991261
11.0,-0.0026297814,-0.014269612,-0.025375132,0.0038541853,-0.0360081,-0.063124985
11.142857142857142,-0.0049272273,-0.009630585,0.09032149,-0.0019339621,-0.03901207,0.021069407
11.285714285714285,-0.0053813774,-0.009340505,-0.08626037,-0.0072921216,-0.032343756,0.07228699
11.428571428571427,-0.0075959433,-0.009147874,0.088957205,-0.011175036,-0.024990348,0.030660748
11.571428571428571,-0.007995056,-0.0025063676,0.0040238947,-0.014432222,-0.0224445,0.0049811304
11.714285714285714,-0.008312048,0.002955675,0.07244471,-0.017587751,-0.021345092,0.010410577
11.857142857142856,-0.0071505774,0.0056898906,-0.034165684,-0.02053082,-0.0043303515,0.22779581
12.0,-0.006686365,0.010075147,0.095559284,-0.018824995,0.013781085,0.025764316
12.142857142857142,-0.0042719636,0.016357403,-0.0076076873,-0.016593367,0.017918257,0.03215611
12.285714285714285,-0.0020128211,0.016907224,0.015305184,-0.013705492,0.021310775,0.015339136
12.428571428571427,0.00055867224,0.018151399,0.0021132566,-0.010504574,0.027292429,0.06840402
12.571428571428571,0.0031732933,0.01404282,-0.059633363,-0.0059076548,0.03415757,0.027707994
12.714285714285714,0.004570907,0.013585521,0.053231165,-0.0007452667,0.03530663,-0.011621177
12.857142857142856,0.007054871,0.013904273,-0.04876864,0.0041799545,0.027856736,-0.092677355
13.0,0.008543557,0.0062226835,-0.058773614,0.007213801,0.027801035,0.09189755
13.142857142857142,0.008832781,0.0044004726,0.033262663,0.012123108,0.029843805,-0.06329876
13.285714285714285,0.009800835,0.0008873231,-0.08244676,0.015740603,0.0221249,-0.04476592
13.428571428571427,0.009086302,-0.0031445508,0.026000522,0.018444508,0.0059992815,-0.18099275
13.571428571428571,0.008902391,-0.011313598,-0.14036718,0.017454684,-0.0045085098,0.03388366
13.714285714285714,0.005853845,-0.013270157,0.11297535,0.017156363,-0.0069067623,-0.067459196
13.857142857142856,0.0051109176,-0.010382753,-0.072551675,0.015481323,-0.019361986,-0.106913954
14.0,0.0028873438,-0.020039624,-0.06264454,0.011624366,-0.028592838,-0.022317976
14.142857142857142,-0.0006146899,-0.0232544,0.01763767,0.00731194,-0.029901696,0.0039939582
14.285714285714285,-0.003756771,-0.013103342,0.12447716,0.0030810237,-0.030130235,-0.0071935058
14.428571428571427,-0.004358502,-0.01291294,-0.12181154,-0.001296699,-0.032309126,-0.02331099
14.571428571428571,-0.007446183,-0.012719593,0.1245184,-0.0061501563,-0.030322162,0.051128507
14.714285714285714,-0.007992672,-0.0025473607,0.01789286,-0.009960175,-0.023143677,0.04937029
14.857142857142856,-0.008174,-0.0012316703,0.0005268082,-0.012762636,-0.019725395,-0.0015143454
15.0,-0.008344578,-0.00035872866,0.011694375,-0.015596002,-0.014122381,0.07995656
15.142857142857142,-0.008276494,0.0070262994,0.091696024,-0.016797602,-0.007276639,0.015883833
15.285714285714285,-0.0063370634,0.00943729,-0.05794215,-0.017675042,0.0036106256,0.13653788
15.428571428571427,-0.0055801254,0.015343073,0.14062311,-0.015765995,0.013754069,0.0054703355
15.571428571428571,-0.0019533283,0.019996205,-0.07547924,-0.013745308,0.01690991,0.03871146
15.714285714285714,0.00013307645,0.016883286,0.031898364,-0.010934591,0.022940276,0.045713663
15.857142857142856,0.0028704682,0.011082542,-0.113108784,-0.0071909428,0.026140867,-0.00090539455
16.0,0.0032995173,0.014767422,0.16469713,-0.0034657717,0.033749726,0.107429445
16.142857142857142,0.007089732,0.016947905,-0.13417035,0.002451837,0.033785295,-0.10693148
16.285714285714285,0.008141777,0.009143441,0.024907842,0.0061871707,0.022106854,-0.056566715
16.428571428571427,0.009702144,0.0041766795,-0.09444251,0.008768082,0.025693176,0.106775224
16.57142857142857,0.009335114,-2.0835547e-05,0.03567729,0.013528079,0.0238367,-0.13276589
16.71428571428571,0.009696191,-0.0022924577,-0.067480005,0.015578568,0.009251504,-0.07142687
16.857142857142858,0.008680126,-0.0058831866,0.017209798,0.016171366,0.000929594,-0.045079887
17.0,0.008015281,-0.013216856,-0.119881175,0.015844166,0.00024355947,0.035475403
17.142857142857142,0.004903881,-0.014539431,0.10136513,0.016240954,-0.004919484,-0.107758015
17.285714285714285,0.003861157,-0.016803699,-0.1330649,0.014438599,-0.017232535,-0.06462473
17.428571428571427,0.00010282337,-0.01774907,0.1198297,0.011317372,-0.022882907,-0.014480472
17.57142857142857,-0.0012100062,-0.011016176,-0.025569182,0.0079006255,-0.025511054,-0.022313595
17.71428571428571,-0.0030446558,-0.008120961,0.0661022,0.004028499,-0.022802694,0.060230643
17.857142857142858,-0.003530281,-0.0103402585,-0.09717237,0.0013855696,-0.020961864,-0.034459025
18.0,-0.0059990156,-0.0064633996,0.1514484,-0.0019606054,-0.021085365,0.032730013
18.142857142857142,-0.0053769667,0.0017508379,-0.036449067,-0.004638821,-0.019231392,-0.0067743957
18.285714285714285,-0.005498776,0.0051799403,0.08445652,-0.0074552894,-0.01571141,0.056054145
18.428571428571427,-0.0038969836,0.009892946,-0.01847443,-0.009127796,-0.005261823,0.09024009
18.57142857142857,-0.0026722199,0.008037931,-0.0074957907,-0.0089586675,-0.0042525376,-0.076110095
18.71428571428571,-0.0016004315,0.0044055055,-0.043358177,-0.010342807,-0.002284765,0.103658915
18.857142857142858,-0.0014135039,0.009214944,0.110690325,-0.009611458,0.007052272,0.027059615
19.0,0.00103241,0.011243985,-0.08228375,-0.008327872,0.0066448445,-0.0327636
19.142857142857142,0.0017990635,0.00198587,-0.047329865,-0.0077129304,0.0060953493,0.025070667
19.285714285714285,0.0015998015,0.0037858502,0.072529584,-0.006586343,0.01748298,0.13435617
19.428571428571427,0.002880735,0.0075211893,-0.020234838,-0.002717793,0.01573175,-0.15887338
19.57142857142857,0.0037487128,0.00022877379,-0.081859,-0.0020915568,0.009657367,0.073832005
19.71428571428571,0.002946099,-0.008443742,-0.03955626,4.145503e-05,0.007084399,-0.109853566
19.857142857142858,0.0013362148,-0.008197875,0.042998392,-6.7442656e-05,0.006480872,0.10140419
20.0,0.00060384884,-0.006873905,-0.024462812,0.0018931329,0.009930133,-0.053114533
20.142857142857142,-0.0006277582,-0.008685724,-0.00090265647,0.0027697384,0.0010828226,-0.07074782
20.285714285714285,-0.0018777868,-0.009243107,-0.006900713,0.0022025108,-0.0055896635,-0.02266699
20.428571428571427,-0.0032686463,-0.013037106,-0.04621527,0.0011726916,0.00050307804,0.10796538
20.57142857142857,-0.0056026746,-0.010429924,0.08271581,0.0023462474,-0.002494633,-0.14993334
20.71428571428571,-0.006248625,-0.0022616868,0.031639524,0.00045993924,-0.011473789,0.024225146
20.857142857142858,-0.006248871,-0.0025781838,-0.03607048,-0.0009319782,-0.0101635745,-0.005882144
21.0,-0.006985249,-0.0033884232,0.024727128,-0.0024439394,-0.0054535414,0.07182261
21.142857142857142,-0.007216992,0.0057294103,0.10292255,-0.002490133,-0.000580579,-0.0036011338
21.285714285714285,-0.0053482745,0.005090458,-0.11186789,-0.0026098192,-0.0061319615,-0.07411823
21.428571428571427,-0.005762575,0.0053685294,0.1157609,-0.004242122,-0.00965236,0.024832636
21.57142857142857,-0.0038144088,0.009996081,-0.050975174,-0.0053676367,-0.0019233375,0.083373696
21.71428571428571,-0.0029065518,0.015216391,0.12405948,-0.004791647,0.0032456515,-0.011007845
21.857142857142858,0.00053313165,0.0151117565,-0.12552437,-0.0044403076,0.0040809507,0.022702038
22.0,0.0014110932,0.012453452,0.08830811,-0.0036256611,0.002813503,-0.04044631
22.142857142857142,0.004091261,0.015622671,-0.043939028,-0.0036364496,0.007772624,0.10987401
22.285714285714285,0.005874714,0.011569179,-0.012809873,-0.0014049113,0.016250579,0.008817375
22.428571428571427,0.007396741,0.009243681,-0.019747093,0.0010065734,0.014239519,-0.036972225
22.57142857142857,0.008515766,0.0065432223,-0.018059336,0.002663523,0.011770024,0.0023992956
22.71428571428571,0.009266233,0.0009967423,-0.05959139,0.0043694377,0.0118534705,-0.0012310445
22.857142857142854,0.008800549,-4.407018e-05,0.045020014,0.006050229,0.013151689,0.01940611
23.0,0.009253642,-0.0037885753,-0.09744309,0.0081270635,0.010348721,-0.058647662
23.142857142857142,0.0077180993,-0.008019312,0.03821276,0.009007007,0.00019860266,-0.08345401
23.285714285714285,0.0069624092,-0.01116209,-0.08221165,0.008183807,-0.0020605025,0.051826537
23.428571428571427,0.0045289304,-0.010777611,0.08759437,0.008418292,0.001566708,-0.0010455847
23.57142857142857,0.0038830915,-0.012794292,-0.11582789,0.008631438,-0.0049809213,-0.09062123
23.71428571428571,0.0008734183,-0.014534946,0.09145872,0.0069951713,-0.013602718,-0.030083925
23.857142857142854,-0.00026975037,-0.0125867305,-0.06418371,0.004744947,-0.0123788705,0.047217786
24.0,-0.0027227907,-0.010282616,0.09644131,0.003458351,-0.009839072,-0.011660606
24.142857142857142,-0.003207641,-0.010910772,-0.105235495,0.0019337833,-0.015775247,-0.07144585
24.285714285714285,-0.0058401544,-0.010816673,0.10655288,-0.0010488629,-0.01951657,0.019067317
24.428571428571427,-0.006298119,-0.0056833453,-0.034686286,-0.0036423802,-0.009823217,0.116639644
24.57142857142857,-0.0074639674,0.0015708803,0.13624546,-0.0038554966,-0.01237668,-0.15238813
24.71428571428571,-0.005849296,0.008178969,-0.0437322,-0.007178575,-0.011159717,0.1694256
24.857142857142854,-0.005127119,0.009443065,0.06142956,-0.0070439875,-0.0010966955,-0.028543293
25.0,-0.0031512773,0.009613309,-0.059046146,-0.0074919164,0.0058279033,0.12548769
25.142857142857142,-0.0023804589,0.0114559,0.08484239,-0.005378872,0.0104337325,-0.06100607
25.285714285714285,0.00012183725,0.016822618,-0.009708349,-0.0045108497,0.0017792879,-0.060156167
25.428571428571427,0.0024260038,0.015068951,-0.014842983,-0.004870504,0.0028690991,0.075413525
25.57142857142857,0.0044272523,0.009959757,-0.056685742,-0.003691107,0.013303875,0.07067335
25.71428571428571,0.005271649,0.010300166,0.061451465,-0.0010693967,0.017227737,-0.015739262
25.857142857142854,0.007370157,0.010184932,-0.06306475,0.0012311041,0.014567255,-0.021507502
26.0,0.00818163,0.0054257954,-0.0035631657,0.0030926764,0.008695333,-0.060699403
26.142857142857142,0.008920385,0.0005247872,-0.06505096,0.0037154853,0.009508311,0.07208109
26.285714285714285,0.008331569,-0.0042941826,-0.0024146289,0.005809337,0.014976143,0.00446856
26.428571428571427,0.007693475,-0.0062004006,-0.024272423,0.007994384,0.006908744,-0.11741215
26.57142857142857,0.0065600257,-0.0111490255,-0.04500833,0.007783264,-0.0039654817,-0.034827024
26.71428571428571,0.004508039,-0.016195882,-0.025647674,0.0068613887,-0.0076261754,-0.016422689
26.857142857142854,0.0019326301,-0.015049498,0.04169708,0.0056043565,-0.005148023,0.051116824
27.0,0.00020818203,-0.012071227,-1.2777746e-06,0.005390525,-0.0070402767,-0.07760838
27.142857142857142,-0.0015162921,-0.013686555,-0.022613324,0.0035928488,-0.015690444,-0.043493986
27.285714285714285,-0.0037022626,-0.015405971,-0.001458477,0.0009075403,-0.013587489,0.07293537
27.428571428571427,-0.005917998,-0.0151706515,0.004752945,-0.00028929114,-0.007956519,0.0058982074
27.57142857142857,-0.008036735,-0.012903436,0.02698806,-0.001365751,-0.013531058,-0.08394176
27.71428571428571,-0.009604694,-0.008547059,0.034001216,-0.004155308,-0.024696095,-0.07236877
27.857142857142854,-0.010478752,-0.0030696576,0.042682417,-0.008421779,-0.013365625,0.23099536
28.0,-0.010481739,0.0030019616,0.04232026,-0.007974058,-0.0062920745,-0.13196564
28.142857142857142,-0.009621048,0.006413176,0.0054367483,-0.010219514,-0.01213917,0.050106287
28.285714285714285,-0.008649403,0.0105359545,0.052282155,-0.011442393,-0.007278099,0.017948717
28.428571428571427,-0.0066107754,0.0131300455,-0.01596488,-0.012298971,0.0048239375,0.15147981
28.57142857142857,-0.0048979614,0.016911032,0.0688987,-0.010064125,0.011492043,-0.05812633
28.71428571428571,-0.0017790517,0.015104285,-0.094193146,-0.00901553,0.010270386,0.041023135
28.857142857142854,-0.00058245123,0.011806845,0.04802899,-0.007129729,0.011632337,-0.021955818
29.0,0.0015943327,0.014737929,-0.006993808,-0.005692005,0.015840648,0.08087218
29.142857142857142,0.003628386,0.014805234,0.0079360865,-0.002603829,0.019985748,-0.022840768
29.285714285714285,0.0058244,0.012915485,-0.03439259,1.8209219e-05,0.019533468,0.016508847
29.428571428571427,0.0073185246,0.0055842134,-0.06824521,0.0029771626,0.012106731,-0.12048319
29.57142857142857,0.00741989,-0.0014220978,-0.029843155,0.0034772754,0.012460022,0.12542927
29.71428571428571,0.006912211,-0.0007217079,0.039648615,0.006537169,0.015803827,-0.07861599
