Epoch,Learning Rate,Training Loss,Time Loss,FFT Loss,Offset Loss,Amplitude Loss,Regularization Loss,Adversarial Loss,STFT Loss,PINN Loss,Error,Mean,Var,Testing Loss,Testing Time Loss,Testing FFT Loss,Testing Offset Loss,Testing Amplitude Loss,Testing Regularization Loss,Testing Adversarial Loss,Testing STFT Loss,Testing PINN Loss,Testing Error,Testing Mean,Testing Var,Phase
10,9.468645689567598e-05,0.2950913376278347,0.097968363099628,0.14144200583299,1.3526288542367283e-05,0.0027324759478991,0.0289939341859685,0.0239410369346539,0.0,0.0,0,-0.0350318418608771,0.9141013026237488,0.2840700447559356,0.088205948472023,0.1412384212017059,6.34401585557498e-05,0.0015063050668686,0.0301114972680807,0.0229444373399019,0.0,0.0,0,-0.0375061258673667,0.9913735389709472,1
11,9.359778745001224e-05,0.2375069227483537,0.0763872977760103,0.1135099397765265,3.055745858344178e-05,0.0013769841623596,0.02721241571837,0.0189897244175275,0.0,0.0,0,-0.0353945439888371,0.8811974922815958,0.2103662937879562,0.0698164477944374,0.0961560979485511,2.4076749468804337e-05,0.0010397296864539,0.0267326775938272,0.0165972542017698,0.0,0.0,0,-0.0364912897348403,0.9576165676116944,1
12,9.241613255361456e-05,0.1882551842265659,0.0615536868572235,0.085674011045032,1.3967001409851162e-05,0.000904055364016,0.0253866906795236,0.0147227700799703,0.0,0.0,0,-0.0347960988680521,0.8464306659168668,0.2020537853240966,0.0608986616134643,0.0986153706908226,8.266044460469857e-05,0.000713235058356,0.0257924478501081,0.0159514043480157,0.0,0.0,0,-0.0357740819454193,0.9174891114234924,1
13,9.114433891662902e-05,0.1663699895143509,0.0532540774179829,0.0753953059514363,3.2781598987538826e-05,0.0007524498958244,0.0240704396532641,0.012864938730167,0.0,0.0,0,-0.0344658113188213,0.807190994421641,0.1909484565258026,0.0594718791544437,0.0911492481827735,7.107518467819318e-05,0.0017129748594015,0.0234811622649431,0.0150621132925152,0.0,0.0,0,-0.0348585173487663,0.9220252633094788,1
14,8.978547040132317e-05,0.1454454395506117,0.0467928229934639,0.0648063114947742,3.5376554226079155e-05,0.0006088035362255,0.0220422117660443,0.0111599136143922,0.0,0.0,0,-0.0338152187565962,0.7944971985287137,0.1562180817127227,0.049259778112173,0.0720157772302627,7.243414438562468e-05,0.0008489766623824,0.0218935590237379,0.0121275559067726,0.0,0.0,0,-0.0348265096545219,0.8728612065315247,1
15,8.834280064097317e-05,0.1322399427493413,0.0422569086982144,0.0585231002834108,3.827013910672072e-05,0.0004675251903891,0.0208761356770992,0.0100780010430349,0.0,0.0,0,-0.0331223737448453,0.7787849638197157,0.1287569403648376,0.0409556217491626,0.0570995882153511,3.27633460983634e-05,0.0004459112824406,0.0204175412654876,0.0098055219277739,0.0,0.0,0,-0.0336765646934509,0.8363358974456787,1
16,8.681980515339464e-05,0.1195401102304458,0.0384806324210431,0.052013182391723,1.7208956961667354e-05,0.0004107431644418,0.0195689606997701,0.0090493815433647,0.0,0.0,0,-0.0324442564613289,0.7774665819274055,0.1335439532995224,0.0403869152069091,0.0627717971801757,3.587952596717514e-05,0.0006197853363119,0.0194137003272771,0.010315871797502,0.0,0.0,0,-0.033547181636095,0.7790952920913696,1
17,8.522015296811584e-05,0.1187138126956092,0.0374313601189189,0.0530698477394051,1.06882769917623e-05,0.000708652815471,0.0184431429952383,0.0090501211169693,0.0,0.0,0,-0.0315918564382526,0.7723099589347839,0.1459621489048004,0.0417591594159603,0.0729124397039413,1.2604392907178408e-07,0.0016466602683067,0.018176594749093,0.0114671606570482,0.0,0.0,0,-0.0327168479561805,0.7447660565376282,1
18,8.354769778736406e-05,0.1292724998460875,0.0391623547507656,0.0613351451853911,2.194740752909436e-05,0.0012984549329202,0.017404844570491,0.0100497502005762,0.0,0.0,0,-0.0306710822300778,0.7721073693699307,0.1076171845197677,0.0332163646817207,0.0496337786316871,2.9877826364099747e-06,0.0004155241767875,0.0160635150969028,0.0082850148901343,0.0,0.0,0,-0.0307308696210384,0.8095831871032715,1
19,8.18064687021595e-05,0.1142790988087654,0.0349779563645521,0.0532996824218167,3.571923478457645e-05,0.0005900512139002,0.0165479228728347,0.0088277640752494,0.0,0.0,0,-0.0302676655766036,0.7911207874615988,0.1179915145039558,0.0373585112392902,0.0553573407232761,4.832390550291166e-05,0.000979671254754,0.0149760860949754,0.0092715853825211,0.0,0.0,0,-0.0299315378069877,0.8793612718582153,1
20,8.00006604858821e-05,0.1293001249432563,0.037206487937106,0.0650461932851208,0.000164953722156,0.0005751291755586,0.0160820909465352,0.0102252681843108,0.0,0.0,0,-0.0300587363955047,0.7834567295180427,0.1143942922353744,0.034604512155056,0.0558385662734508,0.0001227139728143,0.0003978583845309,0.0143863437697291,0.0090443072840571,0.0,0.0,0,-0.0292393807321786,0.828641951084137,1
21,7.813462348869498e-05,0.0960749089717865,0.0302756370769606,0.0427929643127653,3.3492291608341577e-05,0.0003696862873362,0.0152962698290745,0.0073068601907127,0.0,0.0,0,-0.0295191485848691,0.7995129095183479,0.1064640581607818,0.0334794782102108,0.0493322126567363,3.120981318716076e-06,0.0007984836702235,0.0145695898681879,0.0082811694592237,0.0,0.0,0,-0.0295164007693529,0.8738631010055542,1
22,7.62128531571699e-05,0.1025319902433289,0.031658918907245,0.047276912877957,4.312728616342712e-05,0.0006359815597534,0.0150234673379196,0.0078935833233926,0.0,0.0,0,-0.0294171888381242,0.7993150485886468,0.0875024795532226,0.0285900086164474,0.0380578897893428,1.96808159671491e-05,0.0003142158675473,0.0138558894395828,0.006664790213108,0.0,0.0,0,-0.0292011499404907,0.8543171882629395,1
23,7.42399792043627e-05,0.0963995936844084,0.0301925444768534,0.0442428427437941,3.215596050686208e-05,0.0004384962085168,0.0140500168005625,0.007443538815197,0.0,0.0,0,-0.0285706400043434,0.8172347479396396,0.086515225470066,0.0270968936383724,0.0385836511850357,8.195418104151031e-07,0.0004234103253111,0.0138423955067992,0.0065680551342666,0.0,0.0,0,-0.0289334580302238,0.8104125261306763,1
24,7.222075445642905e-05,0.0864946246147155,0.027320770960715,0.0383244699074162,8.881779403206261e-06,0.0003514417460084,0.0139245369161168,0.0065645241282052,0.0,0.0,0,-0.028656522432963,0.8093714449140761,0.0786755084991455,0.0253836289048194,0.0336639694869518,1.1115544111817144e-06,0.000210301586776,0.013511742465198,0.0059047597460448,0.0,0.0,0,-0.0289297923445701,0.8425532579421997,1
25,7.01600434026499e-05,0.0879169760478867,0.0272716391417715,0.0398343250983291,1.6270141814958253e-05,0.0006150780326505,0.0134690679195854,0.0067105965895785,0.0,0.0,0,-0.0283106604797972,0.8063384758101569,0.0804969668388366,0.0262607224285602,0.0347788371145725,1.950281330209691e-05,0.0002084867446683,0.0131254633888602,0.0061039561405777,0.0,0.0,0,-0.0287408679723739,0.8529548645019531,1
26,6.80628104764508e-05,0.0852136438091595,0.0268381436665852,0.0383549874855412,1.6142164769108705e-05,0.0005682852529894,0.0129167742820249,0.0065193131773008,0.0,0.0,0,-0.0278833669920762,0.8251127070850797,0.0727697610855102,0.0236009117215871,0.0310837030410766,6.692393981211353e-07,0.0002328251430299,0.0123831927776336,0.0054684616625308,0.0,0.0,0,-0.0280904583632946,0.8385219573974609,1
27,6.593410809564689e-05,0.0823899813824229,0.0257263452642493,0.037420043721795,1.3392938834992188e-05,0.0004833499907464,0.0124322095264991,0.006314639105565,0.0,0.0,0,-0.0275298568109671,0.8302264279789395,0.0882109031081199,0.0263016652315855,0.0417195223271846,9.758013220562134e-06,0.0009362597484141,0.0124415745958685,0.0068021188490092,0.0,0.0,0,-0.0281694941222667,0.8077377080917358,1
28,6.377906449072579e-05,0.0900736409756872,0.0271803664250506,0.0430868025869131,5.717028895762471e-05,0.0006438431834491,0.0120787422897087,0.0070267170667648,0.0,0.0,0,-0.0269756486846341,0.8330499993430244,0.0906540974974632,0.0268032997846603,0.045304387807846,8.03868388175033e-05,0.0002905139408539,0.0109647456556558,0.0072107687592506,0.0,0.0,0,-0.0264863893389701,0.8624140620231628,1
29,6.160287135049128e-05,0.0916302576661109,0.0261181346658203,0.046123097754187,4.353669471078724e-05,0.0003095905041037,0.0118117729822794,0.0072241235627896,0.0,0.0,0,-0.0270113887058364,0.825093494521247,0.0755927786231041,0.0244153011590242,0.0334124378859996,2.3257794964592904e-05,0.0001606443256605,0.0117983585223555,0.0057827741838991,0.0,0.0,0,-0.0275250002741813,0.8588560223579407,1
30,5.9410771314830245e-05,0.0819772937231593,0.0253547421760029,0.0382304282652007,5.359429885882289e-05,0.0001871348698235,0.0117928777924842,0.0063585171786447,0.0,0.0,0,-0.0270460732281208,0.8376102182600234,0.0700014531612396,0.0222928337752819,0.0306338928639888,3.723543159139808e-06,0.0001402542839059,0.0116380723193287,0.005292672663927,0.0,0.0,0,-0.0276346877217292,0.8564960956573486,1
31,5.720804534473382e-05,0.0776696089241239,0.023571740835905,0.0363597876081864,2.355259647303222e-05,0.0002075998717272,0.0115137738693091,0.0059931529685854,0.0,0.0,0,-0.027026365407639,0.8324269519911872,0.065904900431633,0.0216788835823535,0.0277777332812547,2.554767490892118e-07,0.0001576112263137,0.0113447476178407,0.0049456618726253,0.0,0.0,0,-0.0273841880261898,0.8603531122207642,1
32,5.5e-05,0.0693085061179267,0.0220859158370229,0.0302362470991081,6.343096013476194e-06,0.000217562830787,0.0115302193702922,0.0052322164281374,0.0,0.0,0,-0.0272282668285899,0.8388760487238566,0.0743019580841064,0.0236103683710098,0.0340390019118785,5.538275217986666e-05,0.0001746910857036,0.0106575777754187,0.0057649370282888,0.0,0.0,0,-0.0268400162458419,0.8706580400466919,1
33,5.279195465526619e-05,0.0705892137355274,0.0222482232169972,0.0315477790104018,3.090939010993073e-05,0.0002267226065871,0.0111559793973962,0.0053796003986563,0.0,0.0,0,-0.0268335431400272,0.8331542081303067,0.0623203143477439,0.0206775069236755,0.0259219110012054,2.7567830329644494e-07,0.0001453900185879,0.0109152859076857,0.0046599418856203,0.0,0.0,0,-0.0270954109728336,0.8630620837211609,1
34,5.058922868516977e-05,0.0633499609927336,0.0206911876383754,0.0268309782776567,8.062342686798729e-06,0.0001834521794484,0.010884064146214,0.0047522167054315,0.0,0.0,0,-0.0266774497512314,0.8392435312271118,0.0674265027046203,0.0218288023024797,0.0294315721839666,2.497776767995674e-05,0.0001534981129225,0.0108616147190332,0.0051260376349091,0.0,0.0,0,-0.027127094566822,0.8673994541168213,1
35,4.839712864950873e-05,0.0746034549342261,0.0237095053825113,0.0341452637480364,4.8427994341990496e-05,0.0002041380357695,0.0107106419487131,0.0057854769854909,0.0,0.0,0,-0.026670535819398,0.8516988025771247,0.0830069780349731,0.0257247723639011,0.039752509444952,4.456500755622983e-05,0.0002039584214799,0.0107334489002823,0.006547728087753,0.0,0.0,0,-0.0268875565379858,0.8540346622467041,1
36,4.622093550927424e-05,0.0876273272766007,0.0262172162118885,0.0438169847346014,4.017980151300233e-05,0.0001840219790917,0.0103655049784315,0.0070034201877812,0.0,0.0,0,-0.0262496256166034,0.8494566679000854,0.0844927579164505,0.0235591027885675,0.0439010262489318,1.1731810445780866e-05,0.0002558164997026,0.0100190704688429,0.0067460127174854,0.0,0.0,0,-0.0259916223585605,0.8559063673019409,1
37,4.406589190435313e-05,0.0780487325456407,0.0228976754264699,0.0383182211468617,3.351696511799673e-05,0.0002103110325859,0.0104674190903703,0.0061215896987252,0.0,0.0,0,-0.0264401094367106,0.8517434663242764,0.0682081058621406,0.0213579833507537,0.0315463282167911,4.225959128234536e-05,0.0001477679907111,0.0098233325406908,0.0052904314361512,0.0,0.0,0,-0.0263185463845729,0.8749997615814209,1
38,4.193718952354921e-05,0.0733232518865002,0.0225676254679759,0.0344567288541131,6.821143299854764e-05,0.0001787410874385,0.0103495073401265,0.0057024356598655,0.0,0.0,0,-0.0264312916745742,0.8516986436314053,0.0754078477621078,0.0237772278487682,0.0357337892055511,8.070746844168752e-05,0.0001707321207504,0.0096942922100424,0.0059511018916964,0.0,0.0,0,-0.0262968949973583,0.872117280960083,1
39,3.98399565973501e-05,0.0941895892222722,0.0280537528710232,0.0475698146555158,0.0001318118677065,0.000255755939482,0.0106160994619131,0.0075623569492664,0.0,0.0,0,-0.026635842397809,0.851186904642317,0.0730531141161918,0.0221347473561763,0.0351903922855854,5.887409497518093e-05,0.0002389212313573,0.0096976635977625,0.0057325139641761,0.0,0.0,0,-0.0260939467698335,0.8804762363433838,1
40,3.777924554357096e-05,0.0688204732206132,0.0215554845829804,0.0315121933817863,4.3770234747676616e-05,0.0001832766154418,0.0102189799977673,0.005306767920653,0.0,0.0,0,-0.0263198038770092,0.8544552193747627,0.0616165436804294,0.0198173932731151,0.0270609091967344,2.187137397413608e-05,0.0001493810268584,0.0098791606724262,0.0046878303401172,0.0,0.0,0,-0.0263392608612775,0.8711361885070801,1
41,3.576002079563732e-05,0.0632117229203383,0.0202916336970196,0.027713530179527,2.481432207130436e-05,0.0001520900324168,0.0102291394852929,0.0048005164393948,0.0,0.0,0,-0.0263391186793645,0.8557520310084025,0.0635824725031852,0.0200047250837087,0.0285948868840932,3.324745421195985e-06,0.0001283149467781,0.0099912667647004,0.0048599611036479,0.0,0.0,0,-0.0266567021608352,0.8819701671600342,1
42,3.3787146842830105e-05,0.0605474888450569,0.0194202955398294,0.0262446484218041,5.610409181776453e-06,0.0001832358191475,0.0101272036424941,0.0045664945306877,0.0,0.0,0,-0.0263137051628695,0.8568660418192545,0.0574484057724475,0.0188788436353206,0.024323109537363,3.874371486745076e-06,0.0001443950313841,0.0097779855132102,0.0043201954104006,0.0,0.0,0,-0.0264012217521667,0.8877080678939819,1
43,3.1865376511305024e-05,0.0592322775887118,0.019241479328937,0.0254792384803295,1.633269213938446e-05,0.0001775680591688,0.0098455868040521,0.004472071925799,0.0,0.0,0,-0.0261251520779397,0.8579555749893188,0.0566459894180297,0.0182770118117332,0.0240502301603555,1.0040967026725411e-05,0.0001303546159761,0.0099456300958991,0.0042327241972088,0.0,0.0,0,-0.0264822095632553,0.8737413287162781,1
44,2.9999339514117912e-05,0.0601218483514255,0.0194345120754506,0.0261577895532051,1.989664066254843e-05,0.0001598405166684,0.0097905788570642,0.0045592302146057,0.0,0.0,0,-0.0260102784054146,0.861022498872545,0.05490592867136,0.0180750954896211,0.0228604413568973,6.792568456148729e-06,0.0001141773827839,0.0097558675333857,0.0040935538709163,0.0,0.0,0,-0.0263551883399486,0.8770272135734558,1
45,2.81935312978405e-05,0.0582533669140603,0.0188029909299479,0.0251886169943544,9.729657848980523e-06,0.0001499966553334,0.0097028722779618,0.0043991608545184,0.0,0.0,0,-0.0260111101799541,0.8637536896599664,0.0557588711380958,0.0182059556245803,0.0237285494804382,4.935034603192889e-09,0.0001628513709874,0.0094680590555071,0.0041934507898986,0.0,0.0,0,-0.0260340683162212,0.8784297704696655,1
46,2.645230221263596e-05,0.0570388080345259,0.0184561142490969,0.0245266589853498,4.779151582725818e-06,0.0002020382235059,0.0095509412801928,0.0042982774062289,0.0,0.0,0,-0.0258117314014169,0.8609770403967963,0.0605601221323013,0.019340980798006,0.026957981288433,5.0990165618713945e-06,0.0001677025138633,0.0094584645703434,0.0046298964880406,0.0,0.0,0,-0.0259848963469266,0.8712422251701355,1
47,2.477984703188417e-05,0.0571685247123241,0.0186036483695109,0.0247435435238811,2.0291894884394424e-05,0.0001671126673399,0.0092992104796899,0.0043347191789911,0.0,0.0,0,-0.0256139211770561,0.865564207235972,0.05457778647542,0.017740411683917,0.0231885015964508,8.697023076820187e-06,0.0001548760337755,0.0093924049288034,0.0040928917005658,0.0,0.0,0,-0.0260466001927852,0.8786231875419617,1
48,2.3180194846605367e-05,0.0561964408391051,0.0183124645716614,0.024124395309223,1.3952761700390209e-05,0.0002001145298385,0.0093018268752429,0.0042436861226128,0.0,0.0,0,-0.0255733384854263,0.8733298910988702,0.051548846065998,0.017176428809762,0.0213495921343565,1.7612504166208964e-07,0.0001073378007276,0.0090627111494541,0.0038526020944118,0.0,0.0,0,-0.0257836412638425,0.8942711353302002,1
49,2.165719935902685e-05,0.0558784873121314,0.0182018248985211,0.0241426150831911,1.2036255861226487e-05,0.0001655515580851,0.0091220164257619,0.0042344441947837,0.0,0.0,0,-0.0253860540688037,0.8685118291113112,0.0569996051490306,0.0184464044868946,0.0250847619026899,1.95306120076566e-06,0.0002082645078189,0.0089051043614745,0.0043531167320907,0.0,0.0,0,-0.0255262330174446,0.908265233039856,1
50,2.021452959867684e-05,0.0585202222896946,0.0189111255523231,0.0258680561350451,1.812869065057991e-05,0.0002061814642123,0.0090388095834188,0.0044779183032612,0.0,0.0,0,-0.0252205392138825,0.8715272612041898,0.0562102198600769,0.0181899536401033,0.0247655622661113,4.799909220309928e-06,0.0001125995040638,0.0088417520746588,0.0042955516837537,0.0,0.0,0,-0.0255753509700298,0.8901525735855103,1
51,1.8855661083370983e-05,0.0578366480767726,0.0185378276639514,0.0256932090140051,1.502576217010048e-05,0.0001504528029019,0.0090170278110437,0.004423103812668,0.0,0.0,0,-0.025272621669703,0.8692037396960788,0.0506855957210063,0.0169371683150529,0.0210308842360973,1.675664265121668e-07,0.0001125528942793,0.0088080186396837,0.0037968053948134,0.0,0.0,0,-0.0252874009311199,0.8934950232505798,1
52,1.758386744638546e-05,0.0534324083063337,0.0175580910096565,0.0227837161057525,7.1478389472979925e-06,0.0001480679121515,0.0089012060521377,0.004034180763281,0.0,0.0,0,-0.0251706946227285,0.877438571718004,0.0538077801465988,0.0178338252007961,0.0229091774672269,7.092368377925595e-06,0.0001216033560922,0.0088617792353034,0.00407430017367,0.0,0.0,0,-0.0253346040844917,0.8981215953826904,1
53,1.640221254998776e-05,0.0528610725369718,0.0174148927132288,0.0225108853644794,7.547609194820855e-06,0.0001426909519876,0.0087924789016445,0.0039925779112511,0.0,0.0,0,-0.0250039150317509,0.879565523730384,0.0520824454724788,0.0171778053045272,0.0221095364540815,1.7874624518299242e-06,0.0001257118710782,0.0087388651445508,0.0039287344552576,0.0,0.0,0,-0.0251213461160659,0.8871420621871948,1
54,1.531354310432403e-05,0.0515132124225298,0.01710037742224,0.0216400536398092,5.272599351100224e-06,0.000145915330601,0.0087475498310393,0.0038740431062049,0.0,0.0,0,-0.0249023681713475,0.8845557901594374,0.0491995178163051,0.0163379348814487,0.0204508826136589,1.747792595097053e-07,0.0001134084595832,0.0086182365193963,0.0036788817960768,0.0,0.0,0,-0.0252110660076141,0.8915309906005859,1
55,1.4320481809445051e-05,0.0508257957796255,0.0166975270128912,0.0214350664367278,6.353808912291154e-06,0.0001632936910027,0.008710295582811,0.0038132593553099,0.0,0.0,0,-0.0249056149688031,0.8704657951990763,0.049590103328228,0.0164954029023647,0.0207137390971183,3.795196334976936e-07,0.0001181515108328,0.0085415169596672,0.0037209142465144,0.0,0.0,0,-0.0250674448907375,0.904129922389984,1
56,1.3425421036992098e-05,0.0513697307970788,0.0170742254704237,0.021765296243959,1.1322567972784884e-05,0.0001308065871449,0.0085041271522641,0.0038839522231784,0.0,0.0,0,-0.0246789405743281,0.8850049177805582,0.0506944879889488,0.0167820677161216,0.0216013323515653,3.4117811082978733e-06,0.0001121200475608,0.0083572110161185,0.0038383402861654,0.0,0.0,0,-0.0249069016426801,0.8934363126754761,1
57,1.2630517066764067e-05,0.0502772587868902,0.0165211100959115,0.0212948566509617,2.461025604737365e-06,0.000167637972077,0.0085095967062645,0.0037815966902093,0.0,0.0,0,-0.0246605173581176,0.874776025613149,0.0503946430981159,0.0166246443986892,0.0213940646499395,1.6693176121407305e-06,0.0001528458378743,0.0084195481613278,0.0038018710911273,0.0,0.0,0,-0.0248708985745906,0.9098326563835144,1
58,1.1937684892050604e-05,0.0505246698028511,0.0167400398188167,0.0214814309858613,1.0173795952065726e-05,0.0001424819218098,0.0083283942399753,0.0038221471736,0.0,0.0,0,-0.0244934055954217,0.8871659106678433,0.0488818734884262,0.0162023268640041,0.0204837694764137,5.663624051521765e-06,0.0001169165989267,0.008404585532844,0.0036686097737401,0.0,0.0,0,-0.0249193497002124,0.8909013867378235,1
59,1.1348593606245522e-05,0.0494693347977267,0.0164051774061388,0.0208826584534512,9.222801184686585e-06,0.0001289103990226,0.0083145811739895,0.0037287838187896,0.0,0.0,0,-0.0244612998018662,0.880324145158132,0.0484713315963745,0.0161953959614038,0.0201922431588172,6.91900595484185e-06,0.0001021655189106,0.0083358464762568,0.0036387636791914,0.0,0.0,0,-0.0246804133057594,0.8994830250740051,1
60,1.0864662381854632e-05,0.0496370353632503,0.0164897183163298,0.0209475819849305,1.1913665163534562e-05,0.0001296205785668,0.0083144699326819,0.0037437301232582,0.0,0.0,0,-0.0244220435205433,0.88305178615782,0.0473065450787544,0.015820063650608,0.0196804367005825,1.4014528915140545e-07,9.958399459719658e-05,0.008156269788742,0.0035500500816851,0.0,0.0,0,-0.0246170181781053,0.8988401293754578,1
61,1.0487057051584854e-05,0.0481343612902694,0.0159511017716593,0.0201475340873003,2.510149500207288e-06,0.0001526130314838,0.008270737922026,0.0036098635496778,0.0,0.0,0,-0.0243669915944337,0.8810912768046061,0.0481841973960399,0.0161916371434927,0.0201981868594884,1.835940793171176e-06,0.0001370436511933,0.0080165117979049,0.0036389825399965,0.0,0.0,0,-0.0243592970073223,0.9134490489959716,1
62,1.0216687299751144e-05,0.0491490798691908,0.0163770937878224,0.0208234110226233,9.653069980686269e-06,0.0001441334809189,0.0080747386026713,0.0037200505224366,0.0,0.0,0,-0.0241660601976845,0.8910702599419488,0.0469858981668949,0.0156640969216823,0.019582750275731,1.0251870889987913e-06,0.000118896823551,0.0080944448709487,0.0035246850457042,0.0,0.0,0,-0.0244622472673654,0.8941853046417236,1
63,1.0054204470767245e-05,0.0480724660058816,0.0159918185737397,0.0202589604175753,6.197869939544236e-06,0.0001479251441196,0.0080424867984321,0.0036250778422173,0.0,0.0,0,-0.0241095471299356,0.8861931827333238,0.0463354401290416,0.015556501224637,0.019249603152275,5.62252978397737e-07,0.0001000359116005,0.0079481294378638,0.0034806102048605,0.0,0.0,0,-0.0242882184684276,0.901872992515564,1
64,0.0001,0.0470070876181125,0.015705963389741,0.019589224209388,2.7294863605852192e-06,0.0001303755327373,0.0080492778991659,0.0035295187392168,0.0,0.0,0,-0.0240979422297742,0.8869922889603509,0.0465524047613143,0.015713945031166,0.0194023791700601,2.8102915621275315e-06,9.569746907800436e-05,0.0078259399160742,0.0035116323269903,0.0,0.0,0,-0.0242122281342744,0.9105991125106812,1
65,9.998644684132918e-05,0.0586744356486532,0.0183456906427939,0.0274747020254532,2.630650824326292e-05,0.0004432690758322,0.0078024271254738,0.0045820394686112,0.0,0.0,0,-0.0237089087151818,0.8886231581370035,0.0462370179593563,0.0155959734693169,0.0195998083800077,2.73608429779415e-06,0.0001022574288072,0.0074166627600789,0.0035195783711969,0.0,0.0,0,-0.0237548649311065,0.922172784805298,1
66,9.994579552923276e-05,0.0810953991280661,0.0240003810160689,0.0427359344644679,0.0001059467824428,0.0003230823446453,0.0072564232266611,0.0066736316204898,0.0,0.0,0,-0.0229196641594171,0.8863974014918009,0.0879100859165191,0.0226261503994464,0.0499603971838951,2.6534987682680367e-06,0.0006073706317692,0.0074548609554767,0.0072586550377309,0.0,0.0,0,-0.0237478967756032,0.965700626373291,1
