Epoch,Disc LR,D per G,Disc Loss,Real Guess,Real Quant,Fake Guess,Fake Quant,Phase
73,4e-05,1,0.3834129969278971,0.8177343308925629,0.7734135985374451,0.1663646623492241,0.3131181299686432,1
74,4e-05,1,0.4142446517944336,0.8328509330749512,0.7567488551139832,0.2065335512161255,0.3755088448524475,1
75,4e-05,1,0.4053707768519719,0.8147673110167185,0.7530035376548767,0.1812684883673986,0.3212544620037079,1
76,4e-05,1,0.4235978201031685,0.8039421960711479,0.7518348693847656,0.1842081770300865,0.4243445098400116,1
77,4e-05,1,0.4321254640817642,0.8099685609340668,0.7645094394683838,0.1980140060186386,0.3272428512573242,1
78,4e-05,1,0.3663983345031738,0.8300226926803589,0.7509980201721191,0.1648048162460327,0.2565594315528869,1
79,4e-05,1,0.4047355353832245,0.8270742297172546,0.7533719539642334,0.192983016371727,0.2654219567775726,1
80,4e-05,1,0.4052382707595825,0.8069261014461517,0.7638263702392578,0.1731142506003379,0.2720392942428589,1
81,4e-05,1,0.3857236256202062,0.8207952280839285,0.7518226504325867,0.171188140908877,0.2829436957836151,1
82,4e-05,1,0.3735456466674804,0.8352632522583008,0.7582371234893799,0.1759609282016754,0.2621115446090698,1
83,4e-05,1,0.4425042271614074,0.8057450532913208,0.7583721280097961,0.2010608792304992,0.3028689622879028,1
84,4e-05,1,0.4206847697496414,0.8308801651000977,0.7528427243232727,0.2096983790397644,0.3359416723251343,1
85,4e-05,1,0.3948619493416377,0.8139742357390267,0.7613279223442078,0.1716975952897753,0.2833043932914734,1
86,4e-05,1,0.3540951311588287,0.8366180062294006,0.7569104433059692,0.1611366271972656,0.2584626972675323,1
87,4e-05,1,0.5213642716407776,0.8311799764633179,0.7596064805984497,0.2857022583484649,0.4655188620090484,1
88,4e-05,1,0.5258119106292725,0.8276416063308716,0.7627521753311157,0.2754273787140846,0.2429011166095733,1
89,4e-05,1,0.4511230758258274,0.7975872797625405,0.7609201073646545,0.1991891850318227,0.2963491976261139,1
90,4e-05,1,0.4034632411268022,0.8126760787434049,0.7602055668830872,0.1777319328652488,0.3392903208732605,1
91,4e-05,1,0.3796276847521464,0.8309415976206461,0.7571905255317688,0.1766517559687296,0.2764686048030853,1
92,4e-05,1,0.3768856525421142,0.8439674973487854,0.7829752564430237,0.1871789991855621,0.2850329279899597,1
93,4e-05,1,0.3960345387458801,0.8232005834579468,0.7599784135818481,0.1824295322100321,0.317032128572464,1
94,4e-05,1,0.4040898233652115,0.8104654252529144,0.752768337726593,0.1760538890957832,0.2299619317054748,1
95,4e-05,1,0.4316554317871729,0.7896463175614675,0.7642686367034912,0.1751414810617765,0.3570463359355926,1
96,4e-05,1,0.396436333656311,0.8381729125976562,0.7587665915489197,0.1974053382873535,0.3352210223674774,1
97,4e-05,1,0.4140342672665913,0.8309711416562399,0.7668864130973816,0.203860213359197,0.2627791166305542,1
98,4e-05,1,0.4258625209331512,0.8359159827232361,0.7550554275512695,0.2185743749141693,0.3742293417453766,1
99,4e-05,1,0.392169326543808,0.8136193202092097,0.772232711315155,0.1693550015871341,0.3190488517284393,1
100,4e-05,1,0.3829532166322072,0.8329286972681681,0.7573705315589905,0.1811238129933675,0.3602127134799957,1
101,4e-05,1,0.3700072595051357,0.8188622082982745,0.7741497159004211,0.1562358843428748,0.2290409505367279,1
102,4e-05,1,0.3393855094909668,0.8357558250427246,0.7570565938949585,0.1478278338909149,0.2516124546527862,1
103,4e-05,1,0.4093271046876907,0.8313800692558289,0.7540901899337769,0.2010132148861885,0.3085590302944183,1
104,4e-05,1,0.3721426129341125,0.838470458984375,0.7672394514083862,0.1779603809118271,0.2794035971164703,1
105,4e-05,1,0.3710437715053558,0.8349963426589966,0.7721738815307617,0.1736325919628143,0.2682202160358429,1
106,4e-05,1,0.406341811021169,0.8220801949501038,0.755268931388855,0.1892217447360356,0.4539840817451477,1
107,4e-05,1,0.3761498630046844,0.8315563797950745,0.7654116153717041,0.1744129434227943,0.2732361257076263,1
108,4e-05,1,0.4133388996124267,0.8379586338996887,0.7722123861312866,0.2106554210186004,0.368686705827713,1
109,4e-05,1,0.4264007657766342,0.8126308917999268,0.7576322555541992,0.1963340789079666,0.3293811380863189,1
110,4e-05,1,0.3690517246723175,0.8454751968383789,0.788745105266571,0.1822472512722015,0.32142174243927,1
111,4e-05,1,0.461744487285614,0.8417349457740784,0.7598233819007874,0.2513280510902405,0.3998900055885315,1
112,4e-05,1,0.4187646508216858,0.839374303817749,0.7723568081855774,0.2162507325410843,0.3332395255565643,1
113,4e-05,1,0.4289788466233473,0.7999834785094628,0.763228714466095,0.1834543209809523,0.241384357213974,1
114,4e-05,1,0.361548364162445,0.8442172408103943,0.7738437652587891,0.1748606264591217,0.2805730104446411,1
115,4e-05,1,0.4066870212554931,0.838725209236145,0.7670342922210693,0.2061135917901992,0.3148551285266876,1
116,4e-05,1,0.4029553830623626,0.8091352542241415,0.758804976940155,0.1724028428395589,0.2912277579307556,1
117,4e-05,1,0.3672724366188049,0.8356214761734009,0.7542481422424316,0.171130746603012,0.2813909649848938,1
118,4e-05,1,0.3915043771266937,0.816564816236496,0.7706801891326904,0.171639783680439,0.3128540813922882,1
119,4e-05,1,0.3923538565635681,0.8211992383003235,0.7674206495285034,0.1771834194660186,0.3085166215896606,1
120,4e-05,1,0.4002904891967773,0.8193256109952927,0.7529919743537903,0.1814989373087883,0.2468607425689697,1
121,4e-05,1,0.3892007619142532,0.8162906765937805,0.753097653388977,0.1694630434115727,0.3444569408893585,1
122,4e-05,1,0.3401820063591003,0.8450183868408203,0.7666234970092773,0.1578398942947387,0.2570470869541168,1
123,4e-05,1,0.4203328887621562,0.8340171774228414,0.7737674713134766,0.2120578189690908,0.3299135565757751,1
124,4e-05,1,0.4026814230850765,0.807975879737309,0.7524562478065491,0.1715970188379287,0.2925817668437958,1
125,4e-05,1,0.3718959242105484,0.8322480022907257,0.7712088227272034,0.1714292392134666,0.3181100487709045,1
126,4e-05,1,0.3378072381019592,0.8463621139526367,0.7804292440414429,0.1571777909994125,0.250237226486206,1
127,4e-05,1,0.3932744041085243,0.8243553340435028,0.766618013381958,0.1808196231722831,0.2498843818902969,1
128,4e-05,1,0.3681837394833565,0.8282888233661652,0.7838836312294006,0.1642778255045414,0.2471580505371093,1
129,4e-05,1,0.3582363575696945,0.8213658332824707,0.7519015073776245,0.1490115225315094,0.2193538397550583,1
130,4e-05,1,0.3894715905189514,0.8165725588798523,0.7581071257591248,0.1699522197246551,0.3328254222869873,1
131,4e-05,1,0.3341912627220154,0.8383714556694031,0.7570493817329407,0.1460625231266021,0.2352415323257446,1
132,4e-05,1,0.3477835059165954,0.8304367065429688,0.7525384426116943,0.1495417356491089,0.2524618208408355,1
133,4e-05,1,0.3940983116626739,0.8500277996063232,0.787001371383667,0.2067462503910064,0.3275861442089081,1
134,4e-05,1,0.3398478627204895,0.847747802734375,0.7800014019012451,0.1602707505226135,0.2902432978153229,1
135,4e-05,1,0.4150204062461853,0.8290274292230606,0.7500960230827332,0.2027318924665451,0.2403255403041839,1
136,4e-05,1,0.4138431300719579,0.8090621381998062,0.7567794322967529,0.1803443531195322,0.2307206839323043,1
137,4e-05,1,0.3683996737003326,0.8159747123718262,0.7581537365913391,0.1517226487398147,0.2305070608854293,1
138,4e-05,1,0.3354311883449554,0.8374351263046265,0.755605161190033,0.1461670398712158,0.2419787049293518,1
139,4e-05,1,0.3887308835983276,0.838781476020813,0.760167121887207,0.1917839050292968,0.307196170091629,1
140,4e-05,1,0.3805536776781082,0.8247331976890564,0.778745174407959,0.1704986542463302,0.2773666381835937,1
141,4e-05,1,0.3784351944923401,0.8364168405532837,0.7577738761901855,0.1811111867427826,0.296149879693985,1
142,4e-05,1,0.4024390677611033,0.8280960321426392,0.7794852256774902,0.191767210761706,0.3512581288814544,1
143,4e-05,1,0.4223463535308838,0.8353853225708008,0.7571472525596619,0.2153237760066986,0.4008196294307709,1
144,4e-05,1,0.4449074864387512,0.8412531614303589,0.7711798548698425,0.238179937005043,0.3807190656661987,1
145,4e-05,1,0.4477408528327942,0.8382781744003296,0.766046404838562,0.2376393526792526,0.4418148994445801,1
146,4e-05,1,0.4251284152269363,0.8273957669734955,0.7714983820915222,0.2098507136106491,0.3613248467445373,1
147,4e-05,1,0.3694944977760315,0.8319538235664368,0.7542857527732849,0.1693245768547058,0.2818564474582672,1
148,4e-05,1,0.3921724557876587,0.8395949006080627,0.7718961834907532,0.1953409761190414,0.3158760964870453,1
149,4e-05,1,0.4237317740917206,0.8343448638916016,0.7517561316490173,0.2154330313205719,0.3724120855331421,1
150,4e-05,1,0.398896723985672,0.8289246261119843,0.7606414556503296,0.1903218626976013,0.2962766587734222,1
151,4e-05,1,0.3745335698127746,0.8252475619316101,0.7551329731941223,0.1664859890937805,0.3537013232707977,1
152,4e-05,1,0.3983812928199768,0.8417705297470093,0.758151113986969,0.2023883461952209,0.3484376668930053,1
153,4e-05,1,0.3382139801979065,0.8394675254821777,0.7542204260826111,0.1506011933088302,0.2404039204120636,1
154,4e-05,1,0.3410201072692871,0.8357174396514893,0.7657662630081177,0.149180606007576,0.237614706158638,1
155,4e-05,1,0.4039090474446614,0.8230129679044088,0.7666540145874023,0.1875759760538737,0.4838405847549438,1
156,4e-05,1,0.3692507743835449,0.8414110541343689,0.7652509808540344,0.1784609407186508,0.283409982919693,1
157,4e-05,1,0.4287114510169396,0.7923942299989554,0.756401777267456,0.1759008409885259,0.2358907014131546,1
158,4e-05,1,0.426580140988032,0.8361604809761047,0.7559624910354614,0.2160085837046305,0.2788410484790802,1
159,4e-05,1,0.4259042739868164,0.8361738920211792,0.7577272057533264,0.2188480645418167,0.388266921043396,1
160,4e-05,1,0.4571265280246734,0.8358135223388672,0.756369411945343,0.2425340861082077,0.3921858668327331,1
161,4e-05,1,0.462695449590683,0.8466112613677979,0.7785245180130005,0.2563478052616119,0.4647842645645141,1
162,4e-05,1,0.4613443102155413,0.8155703629766192,0.755279004573822,0.2224013741527284,0.3449048995971679,1
163,4e-05,1,0.359266847372055,0.8362280130386353,0.7686489820480347,0.1650745570659637,0.2861530184745788,1
164,4e-05,1,0.4359514713287353,0.8146739602088928,0.7622892260551453,0.2043644785881042,0.3448296785354614,1
165,4e-05,1,0.3339680433273315,0.8450317978858948,0.7735923528671265,0.1526038646697998,0.2567662298679352,1
166,4e-05,1,0.374650776386261,0.832348108291626,0.7623775005340576,0.1739881932735443,0.2699875831604004,1
167,4e-05,1,0.330610990524292,0.8472826480865479,0.7803246974945068,0.1520130932331085,0.2606403529644012,1
168,4e-05,1,0.3876997398005591,0.8201308184199863,0.7504242658615112,0.172051222787963,0.241526797413826,1
169,4e-05,1,0.429464504122734,0.8129023909568787,0.7551448345184326,0.1988787911832332,0.3018150925636291,1
170,4e-05,1,0.4524694681167602,0.8398650884628296,0.7625643014907837,0.2426694929599762,0.3742262125015259,1
171,4e-05,1,0.3646793067455292,0.8360280990600586,0.7518727779388428,0.1693828403949737,0.2814094126224518,1
172,4e-05,1,0.3929032906889915,0.8143160939216614,0.7513308525085449,0.1703344918787479,0.2583087086677551,1
173,4e-05,1,0.3744455178578694,0.8269526958465576,0.7791078090667725,0.1679749488830566,0.3334133327007293,1
174,4e-05,1,0.3409954905509949,0.8406587243080139,0.7602402567863464,0.1541608124971389,0.2428907603025436,1
175,4e-05,1,0.4527307748794555,0.8344757556915283,0.7673482894897461,0.2371191829442978,0.4578047394752502,1
176,4e-05,1,0.3360536694526672,0.8460971117019653,0.7813920974731445,0.1554341316223144,0.246871680021286,1
177,4e-05,1,0.3828022330999374,0.8359958827495575,0.7510642409324646,0.1842249780893325,0.2973918318748474,1
178,4e-05,1,0.3838720917701721,0.8417242169380188,0.7593019008636475,0.1906867623329162,0.3075403273105621,1
179,4e-05,1,0.4331315287521907,0.799626316343035,0.7511971592903137,0.1876326905829566,0.4124581515789032,1
180,4e-05,1,0.4031093657016754,0.8120278040568034,0.7871331572532654,0.1756540815035502,0.3892390727996826,1
181,4e-05,1,0.4093987743059794,0.8422991236050924,0.7832540273666382,0.2109728107849756,0.2967566251754761,1
182,4e-05,1,0.3405132889747619,0.840711772441864,0.7890417575836182,0.1535907387733459,0.2050072699785232,1
183,4e-05,1,0.3958162182853335,0.8151710870720091,0.7907623648643494,0.1726186076800028,0.2203240841627121,1
184,4e-05,1,0.4149766564369201,0.8457316756248474,0.7814391851425171,0.216537187496821,0.2756636440753937,1
185,4e-05,1,0.3598778769373894,0.8226385563611984,0.7839948534965515,0.1515054516494274,0.2039211392402649,1
186,4e-05,1,0.3590007722377777,0.8318420393126351,0.7907772660255432,0.1602858815874372,0.2957466840744018,1
187,4e-05,1,0.3825616836547851,0.816559910774231,0.7833650708198547,0.163990631699562,0.2462458163499832,1
188,4e-05,1,0.3845151960849762,0.8223954886198044,0.7857229113578796,0.169965524226427,0.2093697935342788,1
189,4e-05,1,0.3896507211029529,0.8088273108005524,0.7860974669456482,0.1610455773770809,0.2786345481872558,1
190,4e-05,1,0.324673444032669,0.8514697551727295,0.7831095457077026,0.1511171162128448,0.2366214841604232,1
191,4e-05,1,0.3422143856684367,0.8373069167137146,0.8005121350288391,0.1516097833712895,0.2309667319059372,1
192,4e-05,1,0.3587159514427185,0.8423884212970734,0.7857478260993958,0.1697537377476692,0.3773212730884552,1
193,4e-05,1,0.3321817815303802,0.8474285304546356,0.7814007997512817,0.153483435511589,0.2360835075378418,1
194,4e-05,1,0.3512897843664342,0.8387702215801586,0.8002064824104309,0.1605561497536572,0.3391428589820862,1
195,4e-05,1,0.3773043602705002,0.8499829173088074,0.8029655814170837,0.1916333362460136,0.285333514213562,1
196,4e-05,1,0.3471657080309732,0.824393263884953,0.805034339427948,0.1423674481255667,0.2370945364236831,1
197,4e-05,1,0.3123419284820556,0.8565180897712708,0.8097764849662781,0.1456908136606216,0.2238461226224899,1
198,4e-05,1,0.3888150453567505,0.8522679805755615,0.7998794317245483,0.2046402841806411,0.2933623492717743,1
199,4e-05,1,0.6473772376775742,0.8504363894462585,0.7857904434204102,0.3761164061725139,0.3720559179782867,1
200,4e-05,1,0.3297571241855621,0.8521954417228699,0.7909063696861267,0.1561813801527023,0.2465097457170486,1
201,4e-05,1,0.3921463452279567,0.7962501272559166,0.7833743095397949,0.1483867466449737,0.2054372429847717,1
202,4e-05,1,0.3295798599720001,0.844558835029602,0.7807345986366272,0.1482921093702316,0.2526556253433227,1
203,4e-05,1,0.3842844069004059,0.8512059152126312,0.7845359444618225,0.2000286281108856,0.3298395276069641,1
204,4e-05,1,0.3549357056617737,0.8525506258010864,0.7982282638549805,0.1775051206350326,0.2832549512386322,1
205,4e-05,1,0.3594663888216018,0.8387177586555481,0.7947681546211243,0.1675774455070495,0.2906610071659088,1
206,4e-05,1,0.3299218118190765,0.8468071222305298,0.7938606142997742,0.1509345918893814,0.2359960377216339,1
207,4e-05,1,0.3070219755172729,0.8532296419143677,0.8004801869392395,0.1378236562013626,0.2181898057460785,1
208,4e-05,1,0.3880806863307953,0.8523545265197754,0.794611930847168,0.2041367888450622,0.334203153848648,1
209,4e-05,1,0.3116101324558258,0.8569763898849487,0.810502290725708,0.1455225944519043,0.2162048518657684,1
210,4e-05,1,0.3420276939868927,0.8445526361465454,0.7810285091400146,0.1589292585849762,0.2617370784282684,1
211,4e-05,1,0.354214608669281,0.8516794443130493,0.7850744724273682,0.1760698854923248,0.2736267745494842,1
212,4e-05,1,0.3871176391839981,0.8461349904537201,0.7854014039039612,0.1955731660127639,0.2144347578287124,1
213,4e-05,1,0.3981698155403137,0.8444494009017944,0.7817127704620361,0.2047504782676696,0.3621699512004852,1
214,4e-05,1,0.405106565782002,0.8217446293149676,0.8083013892173767,0.1843369539294924,0.3303823471069336,1
215,4e-05,1,0.3837578147649765,0.8352696299552917,0.7927317023277283,0.1839693188667297,0.2784338891506195,1
216,4e-05,1,0.3397789746522903,0.8482899963855743,0.781693696975708,0.1607044860720634,0.2288592457771301,1
217,4e-05,1,0.3520433306694031,0.8386359065771103,0.7878146767616272,0.1611714251339435,0.2396201193332672,1
218,4e-05,1,0.3296390533447265,0.8385968267917633,0.7902535796165466,0.1422024816274643,0.1928399056196212,1
219,4e-05,1,0.3151641488075256,0.8603965044021606,0.8080058693885803,0.1519385576248169,0.2452174872159958,1
220,4e-05,1,0.3206696808338165,0.848138302564621,0.8081565499305725,0.144291952252388,0.1951511800289154,1
221,4e-05,1,0.3070546388626098,0.8584725856781006,0.7911698222160339,0.143117219209671,0.227231353521347,1
222,4e-05,1,0.3149870038032532,0.8443383872509003,0.7864090204238892,0.1355631574988365,0.219195008277893,1
223,4e-05,1,0.4352239668369293,0.8548721075057983,0.79364413022995,0.2430216073989868,0.4053526222705841,1
224,4e-05,1,0.3166041374206543,0.8606775999069214,0.8019241094589233,0.1534354835748672,0.2433712482452392,1
225,4e-05,1,0.5210238893826803,0.8402061661084493,0.801400363445282,0.2824355165163676,0.3555272221565246,1
226,4e-05,1,0.4052466452121734,0.8508915603160858,0.7961365580558777,0.2154939770698547,0.4493954181671142,1
227,4e-05,1,0.4028306007385254,0.8512986302375793,0.7925195693969727,0.2148168534040451,0.3684355318546295,1
228,4e-05,1,0.4117329120635986,0.8571213483810425,0.8061773777008057,0.2270625084638595,0.3802290260791778,1
229,4e-05,1,0.4759353697299957,0.8568885028362274,0.7974386215209961,0.2739014774560928,0.3821020722389221,1
230,4e-05,1,0.3539333529770374,0.8265761584043503,0.7979118824005127,0.149830762296915,0.2689802348613739,1
231,4e-05,1,0.3269263505935669,0.8548040390014648,0.801245927810669,0.1563716828823089,0.2873986065387726,1
232,4e-05,1,0.3094081878662109,0.860623836517334,0.8085285425186157,0.1472683846950531,0.2576314508914947,1
233,4e-05,1,0.4396648555994034,0.8456943929195404,0.7868644595146179,0.2369289770722389,0.3332420587539673,1
234,4e-05,1,0.4302575786908467,0.8256754279136658,0.7990695238113403,0.2119348496198654,0.3157805204391479,1
235,4e-05,1,0.3718902224844152,0.8241432417522777,0.8008077144622803,0.1623172556812113,0.3414018154144287,1
236,4e-05,1,0.3485293984413147,0.8552432060241699,0.802282989025116,0.1748205497860908,0.2920917570590973,1
237,4e-05,1,0.4183588325977325,0.8527170419692993,0.7971758842468262,0.2282011210918426,0.3483394980430603,1
238,4e-05,1,0.359729528427124,0.8575173020362854,0.7993319034576416,0.1861796081066131,0.3230668306350708,1
239,4e-05,1,0.363300621509552,0.8571930527687073,0.7964839339256287,0.1887739151716232,0.301666259765625,1
240,4e-05,1,0.5253871083259583,0.8487380743026733,0.8004471063613892,0.3032875061035156,0.4624615609645843,1
241,4e-05,1,0.4320065081119537,0.8373475223779678,0.8116176724433899,0.2225442826747894,0.330396831035614,1
242,4e-05,1,0.3876982099480099,0.8152305351363288,0.8090304136276245,0.1660279697842068,0.2650114595890045,1
243,4e-05,1,0.359295979142189,0.8452981412410736,0.7982372641563416,0.1737402565777301,0.3155107200145721,1
244,4e-05,1,0.3891325129403008,0.8194107082155015,0.7827455401420593,0.1717901345756319,0.2803210020065307,1
245,4e-05,1,0.3760377168655395,0.8292891323566437,0.789313793182373,0.1710334166884422,0.2041397392749786,1
246,4e-05,1,0.3498502485454082,0.8355678468942642,0.8011404871940613,0.1557941678911447,0.2008588761091232,1
247,4e-05,1,0.3091153502464294,0.8552008867263794,0.7920736074447632,0.1416097730398178,0.2370506376028061,1
248,4e-05,1,0.3674404621124267,0.8387457430362701,0.791808545589447,0.1741866841912269,0.3238560855388641,1
249,4e-05,1,0.3379627913236618,0.8468326330184937,0.7965947985649109,0.1577490493655204,0.2582391798496246,1
