Epoch,Disc LR,D per G,Disc Loss,Real Guess,Real Quant,Fake Guess,Fake Quant,Phase
524,4e-05,1,0.353457361459732,0.8525821268558502,0.7863903641700745,0.1759399250149727,0.2778362929821014,1
525,4e-05,1,0.3583456575870514,0.8437666893005371,0.7832629680633545,0.1716755926609039,0.2949976325035095,1
526,4e-05,1,0.310989499092102,0.8599531650543213,0.7924606204032898,0.1479517817497253,0.2391784936189651,1
527,4e-05,1,0.3743100047111511,0.8102936267852783,0.7934056520462036,0.1491098701953888,0.2102530151605606,1
528,4e-05,1,0.394775316119194,0.8498872220516205,0.7914933562278748,0.2040890827775001,0.4103823602199554,1
529,4e-05,1,0.42966029047966,0.8328368365764618,0.8012138605117798,0.2176389098167419,0.4454948604106903,1
530,4e-05,1,0.3678073436021805,0.8442287445068359,0.8011698126792908,0.1798848956823349,0.2756197452545166,1
531,4e-05,1,0.3718736112117767,0.8258866965770721,0.814383864402771,0.1641653999686241,0.3503151535987854,1
532,4e-05,1,0.3779125213623047,0.8596972823143005,0.8190653920173645,0.2028700858354568,0.3175850510597229,1
533,4e-05,1,0.4561164677143097,0.8621965646743774,0.8265219330787659,0.2649703621864319,0.4061039984226227,1
534,4e-05,1,0.3886895775794983,0.8574831485748291,0.8072070479393005,0.2093784362077713,0.3044986426830292,1
535,4e-05,1,0.3480368256568908,0.8607380986213684,0.8212840557098389,0.1796890497207641,0.3162242472171783,1
536,4e-05,1,0.4697164297103882,0.858803391456604,0.8092399835586548,0.2720341980457306,0.4684320390224457,1
537,4e-05,1,0.4931312650442123,0.8616689741611481,0.8205916881561279,0.2853133156895637,0.3230111002922058,1
538,4e-05,1,0.4851967493693034,0.8581086794535319,0.8176963329315186,0.2823619345823924,0.4311565160751343,1
539,4e-05,1,0.3412635922431946,0.8599032163619995,0.8148089647293091,0.1733121573925018,0.3039164543151855,1
540,4e-05,1,0.4476395547389984,0.8598498702049255,0.803371012210846,0.2557263597846031,0.3813081681728363,1
541,4e-05,1,0.3617787510156631,0.8520442545413971,0.8105954527854919,0.1811225712299347,0.2170696258544922,1
542,4e-05,1,0.3568865478038788,0.8222110033035278,0.7840718030929565,0.1484460920095443,0.2266920357942581,1
543,4e-05,1,0.3604441285133362,0.8434802095095316,0.8061184287071228,0.1718219692508379,0.248900905251503,1
544,4e-05,1,0.4560398459434509,0.8599817752838135,0.8050888776779175,0.2630209326744079,0.4494726061820984,1
545,4e-05,1,0.4641950726509094,0.8549717664718628,0.7891928553581238,0.2647231817245483,0.4299617409706116,1
546,4e-05,1,0.4760749191045761,0.858034074306488,0.7886304259300232,0.2664664834737777,0.2533227503299713,1
547,4e-05,1,0.3564982414245605,0.8641928434371948,0.8037371635437012,0.1898524463176727,0.2913183271884918,1
548,4e-05,1,0.3328828513622284,0.853828489780426,0.7933285236358643,0.1604237109422683,0.2607899904251098,1
549,4e-05,1,0.3585160672664642,0.8702973127365112,0.8234466314315796,0.1971566677093505,0.3168942034244537,1
550,4e-05,1,0.4156696796417236,0.8613606691360474,0.8035323619842529,0.2338885962963104,0.3401604294776916,1
551,4e-05,1,0.5115276873111725,0.8609297275543213,0.8113424181938171,0.303284540772438,0.470790684223175,1
552,4e-05,1,0.4495944194495678,0.7818697243928909,0.797901451587677,0.1716827042400837,0.3775632083415985,1
553,4e-05,1,0.3097738027572632,0.8641436696052551,0.8055950403213501,0.1510521620512008,0.220088854432106,1
554,4e-05,1,0.3520829230546951,0.8510567843914032,0.8092643022537231,0.1733745634555816,0.239072099328041,1
555,4e-05,1,0.3990663290023803,0.8472903072834015,0.7827289700508118,0.2069844231009483,0.4499013721942901,1
556,4e-05,1,0.3579687476158142,0.863953173160553,0.81295245885849,0.1908184885978698,0.2909282743930816,1
557,4e-05,1,0.424647010034985,0.8127548495928446,0.7815772294998169,0.1889760775698555,0.2776634097099304,1
558,4e-05,1,0.3242465257644653,0.8549262285232544,0.792003333568573,0.1542287766933441,0.2595145106315613,1
559,4e-05,1,0.3917284607887268,0.8484270572662354,0.782642126083374,0.2033639103174209,0.3370206356048584,1
560,4e-05,1,0.3525941371917724,0.8606133460998535,0.8008425235748291,0.1833005845546722,0.3359668850898742,1
561,4e-05,1,0.3315385580062866,0.8558259010314941,0.7953944206237793,0.1612564176321029,0.269050657749176,1
562,4e-05,1,0.3472180962562561,0.8586676716804504,0.793048620223999,0.1770375669002533,0.3303758800029754,1
563,4e-05,1,0.4240086823701858,0.8561901748180389,0.8124213814735413,0.235597938299179,0.430273175239563,1
564,4e-05,1,0.4017708897590637,0.8458107113838196,0.7894177436828613,0.208829864859581,0.3577731251716614,1
565,4e-05,1,0.3430239260196686,0.8536688089370728,0.7865046858787537,0.1687232628464698,0.2776085138320923,1
566,4e-05,1,0.3289251923561096,0.8646709322929382,0.8125482201576233,0.1676638722419738,0.2926447093486786,1
567,4e-05,1,0.3333205208182335,0.8373863771557808,0.7901149988174438,0.1438503814861178,0.2274901717901229,1
568,4e-05,1,0.3354055881500244,0.8530893921852112,0.7905475497245789,0.1617658734321594,0.2770593166351318,1
569,4e-05,1,0.3456166535615921,0.8565348386764526,0.8258036375045776,0.1729236990213394,0.3446123003959656,1
570,4e-05,1,0.3496245443820953,0.8663766980171204,0.816258430480957,0.1863207519054412,0.3423147201538086,1
571,4e-05,1,0.3853180408477783,0.8568334579467773,0.7956088185310364,0.2061067819595337,0.344001829624176,1
572,4e-05,1,0.3435586392879486,0.8539366722106934,0.8119184374809265,0.1683402061462402,0.3426777720451355,1
573,4e-05,1,0.2934767305850982,0.8594387173652649,0.8096166849136353,0.1323796063661575,0.2190457731485366,1
574,4e-05,1,0.3047818541526794,0.8640166521072388,0.8037872910499573,0.1466782838106155,0.2712640464305877,1
575,4e-05,1,0.4852144420146942,0.8569976091384888,0.7978724241256714,0.281718909740448,0.4337390065193176,1
576,4e-05,1,0.5013039708137512,0.867449164390564,0.818391740322113,0.3016993999481201,0.4657138586044311,1
577,4e-05,1,0.5174633264541626,0.867343544960022,0.8284260034561157,0.3128091096878052,0.4401088953018188,1
578,4e-05,1,0.4306126907467842,0.8472777158021927,0.8048578500747681,0.2305628731846809,0.2858439981937408,1
579,4e-05,1,0.4941797521379258,0.776442719830407,0.7998278141021729,0.2013634244600931,0.3291600942611694,1
580,4e-05,1,0.3109898567199707,0.8534976243972778,0.7879009246826172,0.1415075361728668,0.222356915473938,1
581,4e-05,1,0.3588202993075053,0.8397567272186279,0.7830429673194885,0.1677241871754328,0.2756653428077698,1
582,4e-05,1,0.4432331919670105,0.8417146354913712,0.7846736907958984,0.2307103648781776,0.4236265420913696,1
583,4e-05,1,0.4061908572912216,0.7789289951324463,0.7900916337966919,0.1412559027473131,0.2853926122188568,1
584,4e-05,1,0.4673992618918419,0.8397143632173538,0.8002342581748962,0.2509440705180168,0.2521589994430542,1
585,4e-05,1,0.4352448433637619,0.7881787717342377,0.7822418212890625,0.1761335358023643,0.3140333592891693,1
586,4e-05,1,0.3147639036178589,0.8674530982971191,0.8227455019950867,0.1585006862878799,0.2597252130508423,1
587,4e-05,1,0.3844398260116577,0.8529061675071716,0.8154104948043823,0.2010703682899475,0.2783962488174438,1
588,4e-05,1,0.3106189370155334,0.855054497718811,0.8009713292121887,0.1427527070045471,0.2299028486013412,1
589,4e-05,1,0.3540436625480652,0.8602169752120972,0.7969582676887512,0.1841077506542205,0.2859764397144317,1
590,4e-05,1,0.342097520828247,0.8644503951072693,0.8139596581459045,0.1783462166786193,0.3220838606357574,1
591,4e-05,1,0.4068666100502014,0.8547337055206299,0.782799482345581,0.2211223095655441,0.3983396589756012,1
592,4e-05,1,0.4670546352863312,0.8207081158955892,0.7899834513664246,0.2329381008942922,0.4427595138549804,1
593,4e-05,1,0.3427013829350471,0.8485250473022461,0.8134064078330994,0.1627847552299499,0.3303099870681762,1
594,4e-05,1,0.4008846481641133,0.8204982280731201,0.7968080639839172,0.182365283370018,0.4457462131977081,1
595,4e-05,1,0.3776662647724151,0.8618522882461548,0.8092676997184753,0.2046674042940139,0.3370807468891144,1
596,4e-05,1,0.4400632892336164,0.8099872895649501,0.7920125722885132,0.2019185189689908,0.3613210618495941,1
597,4e-05,1,0.412218689918518,0.8649420738220215,0.8106284737586975,0.234423354268074,0.3845111131668091,1
598,4e-05,1,0.2910057008266449,0.8608804941177368,0.8099339604377747,0.1316283643245697,0.1969873309135437,1
599,4e-05,1,0.3368291854858398,0.8458939790725708,0.7829063534736633,0.1558861434459686,0.2642799913883209,1
600,4e-05,1,0.3424965441226959,0.8442838191986084,0.8188389539718628,0.1587866768240928,0.2576702237129211,1
601,4e-05,1,0.3471616506576538,0.8688709735870361,0.8074859976768494,0.1866558641195297,0.3085540235042572,1
602,4e-05,1,0.3577428460121155,0.8585455417633057,0.807403028011322,0.1855377852916717,0.3069763481616974,1
603,4e-05,1,0.3672782778739929,0.8356499870618185,0.7877423167228699,0.1707293391227722,0.2261218875646591,1
604,4e-05,1,0.2884288430213928,0.8641313314437866,0.818804144859314,0.1327242702245712,0.2112568318843841,1
605,4e-05,1,0.3284735977649688,0.8496331572532654,0.7809268832206726,0.1525495946407318,0.2416670024394989,1
606,4e-05,1,0.3095954656600952,0.8544589281082153,0.7825161814689636,0.1412767767906189,0.2443031221628189,1
607,4e-05,1,0.3612614075342814,0.8297073642412821,0.8051831126213074,0.1587080111106237,0.2122584730386734,1
608,4e-05,1,0.3289642135302226,0.8439439535140991,0.7857860326766968,0.1468016803264618,0.2033051252365112,1
609,4e-05,1,0.3637495934963226,0.8274785677591959,0.8029181361198425,0.1591047346591949,0.2909266054630279,1
610,4e-05,1,0.3658770620822906,0.865601122379303,0.8112216591835022,0.1987209171056747,0.3060869872570038,1
611,4e-05,1,0.4106601327657699,0.831594854593277,0.7871159315109253,0.2013834565877914,0.4309999644756317,1
612,4e-05,1,0.534797340631485,0.8544609149297079,0.8083874583244324,0.3051406343777974,0.3088825047016144,1
613,4e-05,1,0.4066087901592254,0.8612802624702454,0.801860511302948,0.2268432378768921,0.3420078754425049,1
614,4e-05,1,0.3693045377731323,0.8625832796096802,0.8045644760131836,0.1986688375473022,0.3365625441074371,1
615,4e-05,1,0.4351999163627624,0.8586446046829224,0.7984909415245056,0.2463292926549911,0.3516750335693359,1
616,4e-05,1,0.4090677698453267,0.8114042480786642,0.7828066349029541,0.1771991716490851,0.295645534992218,1
617,4e-05,1,0.3958788514137268,0.8611572980880737,0.8057075142860413,0.2183910310268402,0.3293375372886657,1
618,4e-05,1,0.3292253613471985,0.8648144006729126,0.8084114193916321,0.1680517196655273,0.3054466843605041,1
619,4e-05,1,0.3873650580644607,0.8378453850746155,0.802571713924408,0.1886134147644043,0.3274115025997162,1
620,4e-05,1,0.5461014906565348,0.8608397642771403,0.8075183033943176,0.3227126598358154,0.353663831949234,1
621,4e-05,1,0.4299212694168091,0.8608797788619995,0.8231750130653381,0.2442500367760658,0.4551444351673126,1
622,4e-05,1,0.4963714778423309,0.8589589595794678,0.7956465482711792,0.29131019115448,0.4262560307979584,1
623,4e-05,1,0.3017691373825073,0.8580694794654846,0.8048356175422668,0.1381714046001434,0.2225645929574966,1
624,4e-05,1,0.3987951874732971,0.8466193675994873,0.7949037551879883,0.2043082192540168,0.2249784767627716,1
625,4e-05,1,0.458489790558815,0.7577047199010849,0.7971953749656677,0.1604651194065809,0.4187382459640503,1
626,4e-05,1,0.4410213530063629,0.8600243330001831,0.792250394821167,0.2505006194114685,0.3325023651123047,1
627,4e-05,1,0.4587415903806686,0.8587795794010162,0.8049601912498474,0.2603269666433334,0.3168436884880066,1
628,4e-05,1,0.4250377813975016,0.8254152867529128,0.7942541241645813,0.2030010256502363,0.4060829877853393,1
629,4e-05,1,0.3921794593334198,0.8327406843503317,0.7828032970428467,0.1882286717494329,0.3751347661018371,1
630,4e-05,1,0.461403489112854,0.8575181365013123,0.7987017035484314,0.2648572325706482,0.4074331820011139,1
631,4e-05,1,0.3293767869472503,0.8552199602127075,0.7849427461624146,0.1586035713553428,0.2920065522193908,1
632,4e-05,1,0.4905749559402466,0.860457181930542,0.8015771508216858,0.2884314656257629,0.4406639337539673,1
633,4e-05,1,0.4857204490237766,0.7371087670326233,0.7989667057991028,0.1537442687484953,0.2850916981697082,1
634,4e-05,1,0.3462964445352554,0.8520638644695282,0.809826135635376,0.1697394624352455,0.3352247178554535,1
635,4e-05,1,0.4129796028137207,0.861957848072052,0.8019657731056213,0.2323571443557739,0.3727516531944275,1
636,4e-05,1,0.5957739055156708,0.8603469878435135,0.7957413196563721,0.3517062291502952,0.3504389226436615,1
637,4e-05,1,0.4574720433780125,0.8285466773169381,0.7827596068382263,0.2245075234345027,0.2908094525337219,1
638,4e-05,1,0.3998495439688365,0.833430806795756,0.7973126173019409,0.1943836212158203,0.3772270679473877,1
639,4e-05,1,0.3507534861564636,0.8443903028964996,0.8122509717941284,0.1652560234069824,0.1945879906415939,1
640,4e-05,1,0.3068311214447021,0.8601858615875244,0.7890570759773254,0.1446326971054077,0.2240270972251892,1
641,4e-05,1,0.3133866190910339,0.8645422458648682,0.8026573061943054,0.1545037031173706,0.2399764508008957,1
642,4e-05,1,0.4645409716500176,0.7543293171458774,0.7988434433937073,0.1506333922346433,0.2935851514339447,1
643,4e-05,1,0.3706727027893066,0.855957567691803,0.7974263429641724,0.1935700476169586,0.3268924355506897,1
644,4e-05,1,0.3193020522594452,0.8457163572311401,0.7855220437049866,0.1407804191112518,0.2346633374691009,1
645,4e-05,1,0.3560956120491028,0.8694217205047607,0.826869785785675,0.1944005787372589,0.3649123013019562,1
646,4e-05,1,0.3031839728355407,0.8509436845779419,0.7924818992614746,0.132183164358139,0.2247079610824585,1
647,4e-05,1,0.3079742193222046,0.8574604988098145,0.8018426895141602,0.1428943276405334,0.253836452960968,1
648,4e-05,1,0.359617531299591,0.8581572771072388,0.7995693683624268,0.1866954416036605,0.3247857391834259,1
649,4e-05,1,0.4469053745269775,0.8411580324172974,0.7886812686920166,0.2396144121885299,0.3697535097599029,1
650,4e-05,1,0.3217135667800903,0.8658258318901062,0.8157123327255249,0.1627579182386398,0.2868098020553589,1
651,4e-05,1,0.3948394358158111,0.8307812809944153,0.7944008111953735,0.1885348632931709,0.3593132495880127,1
652,4e-05,1,0.5002499595284462,0.860187366604805,0.8206931352615356,0.2906943522393703,0.293928325176239,1
653,4e-05,1,0.4314334094524383,0.836900383234024,0.784040629863739,0.2218512594699859,0.2864525914192199,1
654,4e-05,1,0.3740097930034001,0.8186397949854533,0.7819879055023193,0.1576657965779304,0.2324192970991134,1
655,4e-05,1,0.3470951914787292,0.8410680592060089,0.7964823842048645,0.1591758951544761,0.2771542072296142,1
656,4e-05,1,0.3723565340042114,0.8605448007583618,0.8172891139984131,0.1992183178663253,0.3261909186840057,1
657,4e-05,1,0.3345656991004944,0.858975887298584,0.7937420606613159,0.1668581068515777,0.2716110348701477,1
658,4e-05,1,0.3342494964599609,0.8653874397277832,0.808881938457489,0.172769159078598,0.3093251287937164,1
659,4e-05,1,0.3733497858047485,0.8530021905899048,0.795764684677124,0.1929394453763961,0.3351533710956573,1
660,4e-05,1,0.2795318365097046,0.8608275651931763,0.807309627532959,0.1216154247522354,0.1867709457874298,1
661,4e-05,1,0.4137019217014313,0.8364938199520111,0.7946927547454834,0.2093541324138641,0.3566305637359619,1
662,4e-05,1,0.3256596326828003,0.8540544509887695,0.7810876369476318,0.1545610427856445,0.2323909252882003,1
663,4e-05,1,0.4477383593718211,0.8336071570714315,0.8213539719581604,0.2302745680014292,0.3722988367080688,1
664,4e-05,1,0.5224989255269369,0.8538818955421448,0.7803277969360352,0.303587665160497,0.3800441324710846,1
665,4e-05,1,0.4568875432014465,0.8500250577926636,0.7842015624046326,0.2550201117992401,0.364804208278656,1
666,4e-05,1,0.4460252171212976,0.8059380108659918,0.7859718799591064,0.1974544938315044,0.4670942425727844,1
667,4e-05,1,0.4992011487483978,0.8576718270778656,0.8114141821861267,0.2919464707374573,0.4552995860576629,1
668,4e-05,1,0.4300207410539899,0.8203093494687762,0.7814580798149109,0.1986311716692788,0.4174904525279999,1
669,4e-05,1,0.4021253585815429,0.8207924365997314,0.805677592754364,0.1837348391612371,0.3799680173397064,1
670,4e-05,1,0.2722055315971374,0.8724163770675659,0.8268875479698181,0.126910388469696,0.2218294888734817,1
671,4e-05,1,0.3537923693656921,0.8552349805831909,0.7894508242607117,0.1791487336158752,0.3205170333385467,1
672,4e-05,1,0.3279119431972503,0.8598898649215698,0.7911289930343628,0.1621875315904617,0.288950651884079,1
673,4e-05,1,0.3825714588165283,0.8502553105354309,0.7841025590896606,0.1968018362919489,0.2993274629116058,1
674,4e-05,1,0.369550946354866,0.830265325307846,0.7978658080101013,0.1663064777851104,0.4417228996753692,1
675,4e-05,1,0.4013457238674164,0.8137043118476868,0.7887310981750488,0.1757864505052566,0.3060337007045746,1
676,4e-05,1,0.4909842535853386,0.8545439690351486,0.8056479692459106,0.2798691727221012,0.3573917150497436,1
677,4e-05,1,0.4449018537998199,0.8619392514228821,0.8115522265434265,0.2564590275287628,0.4207649230957031,1
678,4e-05,1,0.4670087439673288,0.8145768131528582,0.8151148557662964,0.2205889352730342,0.2858937978744507,1
679,4e-05,1,0.3452952901522318,0.8408675988515218,0.7872777581214905,0.1570788075526555,0.3078377842903137,1
680,4e-05,1,0.2805915474891662,0.8632124662399292,0.800638735294342,0.1249700412154197,0.2028789818286895,1
681,4e-05,1,0.4612487256526947,0.8569532632827759,0.8095040917396545,0.26372741907835,0.3499609529972076,1
682,4e-05,1,0.4926210641860962,0.8641467690467834,0.8104462027549744,0.2929178476333618,0.4042982459068298,1
683,4e-05,1,0.4504932761192322,0.8625849485397339,0.7917596101760864,0.2611583471298218,0.3713903427124023,1
684,4e-05,1,0.4619785249233246,0.8654232025146484,0.8123754858970642,0.2719910144805908,0.3745828866958618,1
685,4e-05,1,0.5305547118186951,0.8622002899646759,0.8034306764602661,0.3150405138731003,0.4071738719940185,1
686,4e-05,1,0.6179810762405396,0.8625230590502421,0.7879494428634644,0.3675236701965332,0.3320977687835693,1
687,4e-05,1,0.4928193092346191,0.8589922189712524,0.7815661430358887,0.2888158559799194,0.3901638984680176,1
688,4e-05,1,0.4485994113816155,0.7705706026819017,0.7914641499519348,0.1615738769372304,0.2307858318090438,1
689,4e-05,1,0.4189363121986389,0.8551585078239441,0.7851322293281555,0.230848878622055,0.3659085631370544,1
690,4e-05,1,0.5281789700190226,0.8666549126307169,0.7987353801727295,0.3165476371844609,0.3387055993080139,1
691,4e-05,1,0.3844066560268402,0.8495317995548248,0.7807397842407227,0.1978443935513496,0.2728081047534942,1
692,4e-05,1,0.3706095814704895,0.8225161830584208,0.7992470860481262,0.1596774160861969,0.2364090234041214,1
693,4e-05,1,0.3134268522262573,0.8622674942016602,0.7940877079963684,0.1523073315620422,0.2483658492565155,1
694,4e-05,1,0.4125306804974873,0.8215271234512329,0.7862280011177063,0.1922950446605682,0.4123457372188568,1
695,4e-05,1,0.3118382692337036,0.8594864010810852,0.8111069798469543,0.1482123285531997,0.2498240619897842,1
696,4e-05,1,0.401513934135437,0.8555722236633301,0.7917673587799072,0.2177095115184784,0.3655829727649688,1
697,4e-05,1,0.4340603947639465,0.8362768888473511,0.8006000518798828,0.2242759317159652,0.315381795167923,1
698,4e-05,1,0.332960953315099,0.8457035223642985,0.8026837110519409,0.1522390246391296,0.2385066449642181,1
699,4e-05,1,0.2654082775115967,0.8686376810073853,0.8194484114646912,0.1171316131949424,0.2065705806016922,1
700,4e-05,1,0.3767320414384206,0.8278873960177103,0.7960913777351379,0.1698292593161265,0.2326416671276092,1
701,4e-05,1,0.3088181018829345,0.849900484085083,0.7879313826560974,0.1359996348619461,0.2400794178247451,1
702,4e-05,1,0.2871636152267456,0.8600073456764221,0.7979682087898254,0.1274621188640594,0.211563766002655,1
703,4e-05,1,0.3778255794729505,0.8337864024298531,0.7881026864051819,0.1767125278711319,0.2466989755630493,1
704,4e-05,1,0.385431448618571,0.8153999050458273,0.8183392286300659,0.1640754242738088,0.3480002582073211,1
705,4e-05,1,0.382422387599945,0.8546299934387207,0.8105940222740173,0.2003746926784515,0.2782990634441376,1
706,4e-05,1,0.3120589256286621,0.8611711859703064,0.8050090074539185,0.1500663161277771,0.2707893550395965,1
707,4e-05,1,0.3691172897815704,0.8583813905715942,0.7933859825134277,0.194595381617546,0.3425310254096985,1
708,4e-05,1,0.3497560918331146,0.8452316224575043,0.781292200088501,0.1659127175807953,0.2564918398857116,1
709,4e-05,1,0.4057617783546448,0.8332207600275675,0.7945383191108704,0.1977221469084421,0.3497106730937958,1
710,4e-05,1,0.3758261501789093,0.8378984332084656,0.7938382625579834,0.1797984987497329,0.2677995860576629,1
711,4e-05,1,0.3813103288412094,0.8042546808719635,0.7890422344207764,0.1490071341395378,0.2346869707107544,1
712,4e-05,1,0.416825920343399,0.8348554571469625,0.806323766708374,0.2089883883794148,0.4469122886657715,1
713,4e-05,1,0.3820497617125511,0.8432586938142776,0.7998313903808594,0.1889891698956489,0.3198343515396118,1
714,4e-05,1,0.3397858738899231,0.8538696467876434,0.7861519455909729,0.1661327034235,0.2539780437946319,1
715,4e-05,1,0.389221727848053,0.8617459535598755,0.7919442653656006,0.2137079387903213,0.393909752368927,1
716,4e-05,1,0.4046132415533066,0.8557263612747192,0.7980421185493469,0.2202584147453308,0.3297517895698547,1
717,4e-05,1,0.3537078499794006,0.8498334884643555,0.7808166742324829,0.1738616526126861,0.2513270080089569,1
718,4e-05,1,0.3513160198926925,0.8477364480495453,0.7861468195915222,0.1692788228392601,0.2239443808794021,1
719,4e-05,1,0.3188764899969101,0.8438420593738556,0.8028842806816101,0.1382603645324707,0.1947470307350158,1
720,4e-05,1,0.2802847623825073,0.8627472519874573,0.783359944820404,0.1242295801639556,0.2034295797348022,1
721,4e-05,1,0.3177087306976318,0.8546053171157837,0.7959590554237366,0.1480572298169136,0.2735624015331268,1
722,4e-05,1,0.3316297978162765,0.8589906394481659,0.8068079352378845,0.1641167551279068,0.3399053514003753,1
723,4e-05,1,0.3248615860939026,0.8558996915817261,0.7907925844192505,0.1557102501392364,0.2601864635944366,1
724,4e-05,1,0.3289051254590352,0.847702145576477,0.8016605377197266,0.1508622467517852,0.2458869367837906,1
725,4e-05,1,0.2780779004096985,0.8639928102493286,0.8055099844932556,0.1235600188374519,0.1867960393428802,1
726,4e-05,1,0.3283958733081817,0.8330999612808228,0.7812540531158447,0.1353229358792305,0.2060308009386062,1
727,4e-05,1,0.3815499544143677,0.8704370856285095,0.8181552290916443,0.2155639231204986,0.3458442389965057,1
728,4e-05,1,0.4450155695279439,0.8312688867251078,0.8059846758842468,0.224175343910853,0.3554157018661499,1
729,4e-05,1,0.5731417536735535,0.8630291223526001,0.7988793253898621,0.3383484631776809,0.3922011256217956,1
730,4e-05,1,0.2902284264564514,0.8653033971786499,0.8162855505943298,0.1354562044143676,0.2448477894067764,1
731,4e-05,1,0.5237843841314316,0.8616337180137634,0.7879998683929443,0.2978191971778869,0.2724564671516418,1
732,4e-05,1,0.300921618938446,0.863059937953949,0.7960889339447021,0.1424282789230346,0.2403257191181183,1
733,4e-05,1,0.3648515939712524,0.8638195991516113,0.8079962134361267,0.1962446123361587,0.33870729804039,1
734,4e-05,1,0.3348265588283539,0.8534228801727295,0.782748281955719,0.1615787521004676,0.2594936192035675,1
735,4e-05,1,0.3219029307365417,0.8494724631309509,0.7840080857276917,0.146801620721817,0.2671882808208465,1
736,4e-05,1,0.38968226313591,0.8194954097270966,0.7942800521850586,0.1723577007651329,0.3103183209896087,1
737,4e-05,1,0.3891743361949921,0.7959271788597106,0.7854878902435303,0.1465802118182182,0.319000244140625,1
738,4e-05,1,0.3732218046983083,0.8501818180084229,0.8022695183753967,0.187962753077348,0.3904422521591186,1
739,4e-05,1,0.3656049966812134,0.8662573099136353,0.8192073702812195,0.1991100460290908,0.3613107800483703,1
740,4e-05,1,0.4458712935447693,0.8587245941162109,0.8177164196968079,0.2543987035751343,0.4425121545791626,1
741,4e-05,1,0.4053223729133606,0.8595895171165466,0.803134024143219,0.2243252992630005,0.3328099846839905,1
742,4e-05,1,0.4042201042175293,0.8546240925788879,0.7928609848022461,0.2189581096172332,0.3530660271644592,1
743,4e-05,1,0.3749692738056183,0.8688191175460815,0.8256545662879944,0.2089142650365829,0.3163847923278808,1
744,4e-05,1,0.3788807690143585,0.8531093001365662,0.7973734140396118,0.1974917650222778,0.3428615927696228,1
745,4e-05,1,0.3376999497413635,0.8583696484565735,0.7973557114601135,0.1688786894083023,0.2821796536445617,1
746,4e-05,1,0.3950393795967102,0.8595446348190308,0.7944623827934265,0.2162669897079467,0.3399978876113891,1
747,4e-05,1,0.3188449740409851,0.8633863925933838,0.8045055270195007,0.1579804718494415,0.2835012972354889,1
748,4e-05,1,0.4687985181808471,0.855907142162323,0.7977521419525146,0.2689000964164734,0.4431799352169037,1
749,4e-05,1,0.4369290322065353,0.846895158290863,0.8155238628387451,0.2349514476954937,0.245738223195076,1
750,4e-05,1,0.3107494711875915,0.857122004032135,0.793189287185669,0.1449321210384369,0.2413312941789627,1
751,4e-05,1,0.2990058660507202,0.8459039926528931,0.7859472632408142,0.1233579069375991,0.1925838440656662,1
752,4e-05,1,0.3297613263130188,0.8571839332580566,0.8054983019828796,0.1610956490039825,0.2878081798553467,1
753,4e-05,1,0.3594805002212524,0.8443174660205841,0.7820369005203247,0.1715592369437217,0.1894392818212509,1
754,4e-05,1,0.2743725776672363,0.8659257888793945,0.8109467029571533,0.1222702115774154,0.2115575969219207,1
755,4e-05,1,0.3192816972732544,0.8433489799499512,0.7869436144828796,0.1383509337902069,0.2301462143659591,1
756,4e-05,1,0.4364674150943756,0.7588118433952331,0.8094949722290039,0.1417890280485153,0.2437270730733871,1
757,4e-05,1,0.4616483648618062,0.8396940231323242,0.8144403100013733,0.2459461241960525,0.461439311504364,1
758,4e-05,1,0.5213297605514526,0.8676533699035645,0.8226400017738342,0.3157053887844085,0.4531513750553131,1
759,4e-05,1,0.6325405538082123,0.8614422678947449,0.8014549016952515,0.3764126449823379,0.4724233746528625,1
760,4e-05,1,0.4730627238750458,0.8619302213191986,0.8092612028121948,0.2714172527194023,0.2834451198577881,1
761,4e-05,1,0.3075802326202392,0.8663297891616821,0.8238173127174377,0.1513348519802093,0.2454217374324798,1
762,4e-05,1,0.4418569356203079,0.8648195266723633,0.7920272350311279,0.2500867545604706,0.2715833485126495,1
763,4e-05,1,0.3834999978542328,0.8039764165878296,0.8128734230995178,0.1493487983942031,0.1865326017141342,1
764,4e-05,1,0.4903746321797371,0.8199857026338577,0.8152194023132324,0.2381945066154003,0.3987158238887787,1
765,4e-05,1,0.470160710811615,0.8258672753969828,0.7900257110595703,0.2328468988339106,0.2326350957155227,1
766,4e-05,1,0.279366672039032,0.8664716482162476,0.8059992790222168,0.1271929442882537,0.2085754424333572,1
767,4e-05,1,0.294700339436531,0.850747674703598,0.8172992467880249,0.1243499107658863,0.2111417800188064,1
768,4e-05,1,0.285300612449646,0.8598501682281494,0.7981663942337036,0.1256753206253051,0.2073941081762313,1
769,4e-05,1,0.3189966529607773,0.8486375212669373,0.7835522294044495,0.1434569954872131,0.2431325614452362,1
770,4e-05,1,0.32687908411026,0.8464203476905823,0.8213095664978027,0.1476538181304931,0.2627197206020355,1
771,4e-05,1,0.4294228752454122,0.8396997451782227,0.8119477033615112,0.222987487912178,0.3152592182159424,1
772,4e-05,1,0.3029610514640808,0.861963152885437,0.8163465857505798,0.1430864781141281,0.2507925033569336,1
773,4e-05,1,0.2970422804355621,0.8529379367828369,0.7905895709991455,0.128878504037857,0.2142285704612732,1
774,4e-05,1,0.3642128407955169,0.8434026837348938,0.8044450879096985,0.1753682941198349,0.3454470038414001,1
