Case,Hs,Tp,Theta,Seed,a_x,b_x,c_x,a_y,b_y,c_y
1089,1,5,60,89,-3.4351078841916545,-0.001599655451487867,0.0032132515080739183,-3.4176252733517485,-0.0015195398759815472,0.0025029324263462233
1090,1,5,60,90,-3.4436865028328234,0.0007461477556805363,0.004252425546966564,-3.422840950599748,0.0016589429818243467,0.003334909954995911
1091,1,5,60,91,-3.4523796698553175,0.0019760701933456692,0.003960862002872547,-3.4193414756815543,-0.0024887114210710003,0.0031756539137089237
1092,1,5,60,92,-3.491244454774226,0.0006723089525409549,0.003908527049664705,-3.431671564860108,0.00024257870383061295,0.0031159628537332437
1093,1,5,60,93,-3.4414825740214985,0.0003019615127035796,0.0033615002898178237,-3.415869682248373,0.0017852004562453946,0.002854833903214915
1094,1,5,60,94,-3.4352701707458912,0.0025901959789605637,0.004560082075391068,-3.426421985896202,0.002426307022631618,0.0033531581265392124
1095,1,5,60,95,-3.446110536527266,0.003872568395824997,0.003813065413739606,-3.422561839798332,0.0013658541842606815,0.0029376429540486277
1096,1,5,60,96,-3.4405918138145135,-0.0005509433468207071,0.0032859661983723172,-3.4261191925824734,-0.0006842837325696902,0.0027306816698199382
1097,1,5,60,97,-3.447116529127341,-0.002467013139878172,0.0031902170062516728,-3.41418137692921,-0.002378455904999509,0.0027463996147127244
1098,1,5,60,98,-3.459051632369516,0.007363871981689599,0.0035924993485491755,-3.424153892870737,0.008929193030276526,0.0028609161290602536
1099,1,5,60,99,-3.433519210197269,0.0017701562866396037,0.003512754934411532,-3.423041822040471,0.0006265083026305261,0.00280500384811448
1100,1,5,60,100,-3.4595309854555154,0.0001160869758244378,0.003759386287286821,-3.4351347269224415,-0.0003300697367061866,0.0030711739508933623
1101,1,5,70,1,-3.43549276700122,0.0008096588035867418,0.0038709642446146304,-3.4261348639167784,0.0024769776133861865,0.0032009455588484287
1102,1,5,70,2,-3.449685240148095,0.0012973021862174613,0.003189559241554956,-3.4256248509300624,-0.0029000204346549072,0.00254745801352267
1103,1,5,70,3,-3.446603177424604,0.0003612572279566716,0.0039907617552927075,-3.432961677446513,-0.00012321844278647808,0.003199650282100108
1104,1,5,70,4,-3.467243514820198,-0.00014565198840027146,0.0036813409024645852,-3.421714834285623,-0.0009817676805660156,0.002465747652641612
1105,1,5,70,5,-3.4406405505121134,-0.003570299096010125,0.0032175990738664605,-3.420859497795697,-0.0018533627872909103,0.002811933577344646
1106,1,5,70,6,-3.4354997391975055,-0.00064484845693664,0.0034674416683156124,-3.4167184340115684,-0.0005463080011497675,0.0028876722307286124
1107,1,5,70,7,-3.4313776993289595,0.0003810988809221042,0.003632618886814218,-3.4214385310028685,0.0010501751606768685,0.00309292049430278
1108,1,5,70,8,-3.4369104998188256,0.0014495385062854378,0.0036741037790120005,-3.430029108468516,0.00018215043474292727,0.0029921469406154204
1109,1,5,70,9,-3.431014481460692,0.00236618771181788,0.0037558949966763422,-3.414745394298686,0.0032433609394894405,0.00315697876234886
1110,1,5,70,10,-3.462209619349581,-0.002290381144772257,0.0035687506297457394,-3.415292499440498,-0.0002574405362722478,0.0031091841263699953
1111,1,5,70,11,-3.4410609247790167,-0.005386033604865285,0.002923711294553606,-3.4131076875769537,-0.002653601336723772,0.0024947726046764913
1112,1,5,70,12,-3.4391806442294346,0.004267929180475596,0.004643167548030981,-3.4293875939383898,0.0031717738819472766,0.003471870780657953
1113,1,5,70,13,-3.447795773651215,-0.0019416451128333244,0.003303739129148957,-3.43063091581465,-0.0031799706151383264,0.002812949226815001
1114,1,5,70,14,-3.443007676689081,0.0022921432353882874,0.003680915640716341,-3.4306374708202747,0.0022373260989988816,0.0029250434481949287
1115,1,5,70,15,-3.4410312749916914,0.001972432330114145,0.004599311896813224,-3.433560342685655,0.0004502637502622809,0.0031358704774567853
1116,1,5,70,16,-3.438487179239897,-0.0001004566726420901,0.0034373078928316304,-3.4236069322647276,-0.000578153305331858,0.0027834971331364674
1117,1,5,70,17,-3.4497656766119618,0.00024667742792883716,0.003841517247605687,-3.41228236988433,-0.0006455379757073919,0.0031121811637242727
1118,1,5,70,18,-3.4485306803495357,-0.0020070303994768257,0.0037748203229593593,-3.428171253384649,-0.0011099597655923814,0.003017200583491594
1119,1,5,70,19,-3.430276510249275,0.007858318406830486,0.0035932429336699287,-3.4100002223309693,0.010493891399800417,0.0029031729651421527
1120,1,5,70,20,-3.4344493593746535,0.0059055765341733055,0.003395186209734449,-3.4087329616832696,0.005992247816559744,0.0028836207903347377
1121,1,5,70,21,-3.4400522707891685,-0.0003098860318216882,0.003213133648648372,-3.426295914827663,0.00021206538380199322,0.002702419027102889
1122,1,5,70,22,-3.4469814838634147,0.00322664687621138,0.004173673425038616,-3.409611042342477,0.0037052597523830437,0.0034798132895200876
1123,1,5,70,23,-3.43482161624665,-0.0010132906707789326,0.002266859439477342,-3.4214881735103404,0.0005842805937803968,0.002314689927156708
1124,1,5,70,24,-3.4623827175661015,0.0010333204265869787,0.00380064847832096,-3.4248380626512187,0.0007068425193078212,0.0029770015282316025
1125,1,5,70,25,-3.4395220113611997,-0.006759079417357268,0.0029722395825893155,-3.4134204136735646,-0.0012562718885322476,0.002739993925336374
1126,1,5,70,26,-3.4496408250394364,-0.001417361182371779,0.0033748619896485253,-3.4250107732029864,-0.00026701696406808287,0.0028292476235840074
1127,1,5,70,27,-3.461230195175416,0.007015642410236134,0.0036603723150166858,-3.4236109764693343,0.005149041669727539,0.0030929847939950416
1128,1,5,70,28,-3.440308651250885,-0.00012213859960755235,0.0033492070463999823,-3.4185677769299363,-0.0011025426259273817,0.002942859854737717
1129,1,5,70,29,-3.4398011315465347,0.0018957904210768414,0.0030842420265211885,-3.407922658306705,0.002451515961571475,0.002413719708305321
1130,1,5,70,30,-3.447616158315013,-0.0017277848671726987,0.0038373082905698054,-3.418763322401275,0.0,0.003100574412524576
1131,1,5,70,31,-3.4394666081624483,0.0007144169562905934,0.003414980585306744,-3.420966703097586,0.0015288605662823205,0.003122017119900452
1132,1,5,70,32,-3.442723470432498,0.0005772377514914719,0.0031377976341510454,-3.4346556840469002,-0.0008701832879659931,0.0027458773053908106
1133,1,5,70,33,-3.4459128266701833,0.0020342123084198093,0.0036426485503973276,-3.4252756824309363,0.0026866638182474357,0.0025184645557539205
1134,1,5,70,34,-3.4438934871552176,0.00031269468012799654,0.003760694076070921,-3.4298081500931175,0.00015706351369322146,0.0031057099771524
1135,1,5,70,35,-3.4436555522445755,-0.0004683365624348159,0.003882060942363971,-3.427296176834442,-0.0015692420142920656,0.0032153878819838303
1136,1,5,70,36,-3.430378350583341,0.0015475730111324556,0.0035370366829064093,-3.4229065719799507,0.0032529829497812673,0.0028699698008846034
1137,1,5,70,37,-3.435097486918672,0.0022455483289895053,0.0033272759915401596,-3.415661603230425,0.0028740215512342224,0.002784224980526018
1138,1,5,70,38,-3.437436282329862,0.0009367923770833989,0.0034040668394223275,-3.41598135659749,0.002610591839605965,0.002840605328858851
1139,1,5,70,39,-3.4410594213432426,0.005183090674372745,0.003866648560351461,-3.4176981144638536,0.006418999113435539,0.0031238342849450595
1140,1,5,70,40,-3.447086350674038,0.001635872631981069,0.0036594441961808047,-3.4283033903569886,0.002804996790562027,0.002991943320013826
1141,1,5,70,41,-3.453477403478083,0.0024203013827534666,0.003479176348451826,-3.427763114679193,0.0010867619443697117,0.002901306596251125
1142,1,5,70,42,-3.4482659936976483,-0.0039482264486292214,0.0034301871045942433,-3.4162392750835804,-0.0013781061915647186,0.0030734388362886737
1143,1,5,70,43,-3.4382909519064113,0.0005090479396909348,0.003646786684687064,-3.4239992750719512,0.0011013610395742635,0.0028104830862013324
1144,1,5,70,44,-3.44691554177298,-0.0007329073690910477,0.003387253562290934,-3.416612562610584,-0.004638078901714396,0.00273348084536062
1145,1,5,70,45,-3.4380872268290483,0.0033989854109487865,0.004245532651178191,-3.427782718159034,0.0033998690170878995,0.0034269365116263704
1146,1,5,70,46,-3.4392924427027833,0.005089204296350061,0.00392008906142853,-3.416155446035565,0.00400409059949115,0.0031277941979123832
1147,1,5,70,47,-3.436731696801291,-0.0006245168517930856,0.0032309598657483283,-3.424102755618023,8.699457415450168e-05,0.002986818857229612
1148,1,5,70,48,-3.4479470365730256,0.0013401019469471698,0.0035393971636427223,-3.423159452672042,0.001498038673375929,0.0028837854394940243
1149,1,5,70,49,-3.434614065027471,0.0015001469962930493,0.004119515958608291,-3.4193330969834386,0.0018496542277177887,0.0033276211574817865
1150,1,5,70,50,-3.4413257782815623,-0.000976921882153646,0.004617864751770244,-3.4228855911119105,-0.0019128078114248642,0.0034726971845169398
1151,1,5,70,51,-3.4583079740049967,-0.0015013594018453862,0.0031712272783830835,-3.4196009719923,-0.0015357626049117591,0.002661253261887167
1152,1,5,70,52,-3.47561290994818,0.007146105493852474,0.003900050561712912,-3.4167730348620684,0.004642337993866786,0.002800155097970369
1153,1,5,70,53,-3.473494223874815,-0.0003633394411907847,0.0036227451240924955,-3.4135319203944667,0.00011804050557978315,0.00311705222522239
1154,1,5,70,54,-3.4350446543429274,0.00034185117403761007,0.0031477358665458048,-3.4165440969414616,-0.0004037220277485296,0.0027636647858372645
1155,1,5,70,55,-3.4270576352215536,-0.0006563303185782386,0.0028775248020353316,-3.4136594170168917,0.0010637974447337134,0.002429199246701596
1156,1,5,70,56,-3.435402262596197,-0.0007740583990521132,0.003736065283815686,-3.4219244705755365,0.0010594939084145423,0.002912728095318442
1157,1,5,70,57,-3.443290713962127,0.0015913852375704796,0.0042024174715303035,-3.426672463810503,-2.9407995643822987e-05,0.0032547953322172
1158,1,5,70,58,-3.4560599029935983,0.008658326408221074,0.0036401420273982996,-3.4317063352451265,0.006045495401460814,0.0028875635506924514
1159,1,5,70,59,-3.4397026528227337,-0.004129700556426244,0.003299953952644272,-3.4168262629503063,-0.0006592099484685472,0.0026997488324392717
1160,1,5,70,60,-3.433961403616391,-0.0018581993927951998,0.0034572556701016697,-3.4175701050928167,-0.0015223530687796059,0.002957513597617335
1161,1,5,70,61,-3.4392188467211477,0.004527852844859726,0.0037817423041065475,-3.4265962853829617,0.001879740250345538,0.0029136482395654357
1162,1,5,70,62,-3.448920405911988,0.0005870216586527179,0.0034442684936667905,-3.4268609163127643,-0.0005043088744679379,0.003166718311575805
1163,1,5,70,63,-3.4429492335770253,-0.00045102787526992913,0.003915069967370119,-3.4240156659499354,-0.0026709220106843285,0.0036869075715737784
1164,1,5,70,64,-3.4302209803180785,0.001053845056613829,0.003363930314474304,-3.418677640834478,0.002539936915753128,0.0028918261264197966
1165,1,5,70,65,-3.4420632949550893,0.0006432080428746875,0.003789635344853428,-3.432407677438722,-6.90420306562428e-05,0.002872697913615084
1166,1,5,70,66,-3.4303066399716506,0.00070664605379026,0.003180878044456929,-3.420889215990284,0.0005821460693437525,0.002601069337321524
1167,1,5,70,67,-3.4409461935957033,0.00260562089289195,0.003968710114057387,-3.4261677556226107,-2.5689707166241978e-05,0.0031370173293884993
1168,1,5,70,68,-3.437379830255312,-0.002496659904455253,0.003819287159227422,-3.4201048338344266,-0.002120031463641901,0.003540343762873804
1169,1,5,70,69,-3.49872421347338,0.0007439061926025428,0.0036362755695612168,-3.417030951221898,3.088181398476237e-05,0.0029344557983864957
1170,1,5,70,70,-3.432333069311803,-0.0009798011135044664,0.0032893403340332485,-3.410274574371292,0.002261860369561402,0.0027769178572608906
1171,1,5,70,71,-3.432364528240764,-0.00022375577757759602,0.0031488163005509,-3.418761386572368,0.0006081430742537232,0.0025969599952200616
1172,1,5,70,72,-3.4342754347882587,-0.0006187208990396697,0.003770665894132499,-3.4147061090813553,0.0018691785052041055,0.0035995326981014914
1173,1,5,70,73,-3.4344167788789126,0.003582734684908207,0.004058898372580701,-3.420195919938858,0.0018656716501925653,0.0034041665104466894
1174,1,5,70,74,-3.4445697575441776,0.00034685867968368717,0.003735153189528842,-3.425309813245963,-0.0014501108815335637,0.0032673240020073676
1175,1,5,70,75,-3.459517533207721,-0.004221048833359083,0.003076213112903425,-3.416123836935036,-0.000506560483362796,0.0027123579070059047
1176,1,5,70,76,-3.4295856538519502,-0.0008700583448121731,0.003264040376460279,-3.416511822042405,-0.0007759726056058565,0.00286380249377174
1177,1,5,70,77,-3.443181258548362,0.0028131800662991807,0.0033860190374249174,-3.4247476601289146,0.0020522456273054054,0.002571884389431835
1178,1,5,70,78,-3.4391682093406315,0.00043677126160942496,0.0028709314744911982,-3.425419954807476,-0.0005168715907918368,0.0024084137371259804
1179,1,5,70,79,-3.4352665810671694,0.005796606680358803,0.003519639435357172,-3.4173806256916506,0.00488255107585488,0.0026766140853290423
1180,1,5,70,80,-3.4498290433192764,-0.003550711414728223,0.00350298798291239,-3.4211001983821356,-0.0027157096894398726,0.0031068019579193963
1181,1,5,70,81,-3.4381603602309276,-0.001176330483139339,0.0038285626422461406,-3.4205908246994725,-0.0027188891262722717,0.002784080885226261
1182,1,5,70,82,-3.4410562152439814,0.0015307118371475099,0.004110955821511518,-3.4294382013943507,0.0006547180045861026,0.0033435786019861205
1183,1,5,70,83,-3.4353181042225858,-0.002088629282088279,0.003478699800479985,-3.4207352774200395,-0.0027649445721062483,0.002904228340636409
1184,1,5,70,84,-3.4486097020928694,0.001311030203010763,0.003785265328809051,-3.4257442237206837,-0.00018597384372108549,0.0030009524296594446
1185,1,5,70,85,-3.434588962135538,0.0024803780363646284,0.0036697050253351546,-3.4303535387187587,0.001340186300449641,0.0029265914844786045
1186,1,5,70,86,-3.4354767649941755,-0.0008455113072534564,0.0031218611238920495,-3.4216408643709633,-0.0035461348072580315,0.002691914408082815
1187,1,5,70,87,-3.4368114288225926,0.0006830840102084027,0.0032941069097312233,-3.4247477365955574,-0.0018918132517436554,0.0026788965699805923
1188,1,5,70,88,-3.433744162995816,0.00019104655610016575,0.0035179583902459855,-3.4194974664221642,-0.0011076722169223387,0.0024318432460188237
1189,1,5,70,89,-3.435107630754743,-0.0015983530508877327,0.0032143561117257413,-3.4176233849356126,-0.0015213156567572582,0.0025159685574897106
1190,1,5,70,90,-3.4436963366058335,0.0007450711433539389,0.004256565111616034,-3.4228588769622883,0.0016587232468474335,0.00335030083616934
1191,1,5,70,91,-3.4523646621143733,0.0019790465826178393,0.0039581194657833255,-3.419336303999876,-0.0024812573580247767,0.003185395323870971
1192,1,5,70,92,-3.491310169678547,0.0006699213323519753,0.003912376137608341,-3.4316936297339597,0.0002416440661475185,0.0031316448903924085
1193,1,5,70,93,-3.4414773285494245,0.00030178372105243816,0.003363003145398013,-3.415871761271805,0.0017867776323629153,0.002867814466320177
1194,1,5,70,94,-3.435274157142394,0.0025892869860518085,0.004566926567574479,-3.426426319324595,0.0024263667280817885,0.0033697297567650717
1195,1,5,70,95,-3.446110212857113,0.003875801828785001,0.0038151067811096158,-3.4225637798181268,0.0013668796468657043,0.0029507099568910925
1196,1,5,70,96,-3.440587772962818,-0.000550871424049726,0.003284745010037696,-3.4261212311870737,-0.0006875129289469557,0.0027417202110252437
1197,1,5,70,97,-3.447127119851916,-0.0024669001759864764,0.0031892467061241598,-3.4141842234126587,-0.0023761317828174798,0.00275634582887083
1198,1,5,70,98,-3.459036620844647,0.00736871776775258,0.0035915541177548313,-3.4241468857477355,0.008921915079640495,0.0028712384368580583
1199,1,5,70,99,-3.433525603222914,0.0017698936678211298,0.0035150548922357836,-3.423040285568749,0.0006244773070128284,0.002817392483466334
1200,1,5,70,100,-3.4595299362762395,0.00011726708775243412,0.00376282796662403,-3.435138185618976,-0.0003306314435450003,0.003086671562226101
1201,1,7,20,1,-3.4260462650673333,0.0006649846400109344,0.0010939050060819217,-3.406438440973188,-0.00051325688511905,0.0010520001416952547
1202,1,7,20,2,-3.4212719607258077,0.0006066723364765044,0.0010808343022428628,-3.4068209275313786,-0.0009718262808103989,0.0010534033043895362
1203,1,7,20,3,-3.4215234917716875,-0.00015220115944784092,0.0010560309910910102,-3.404654388034634,-0.002582196751948657,0.0010547871719249716
1204,1,7,20,4,-3.424682708851812,2.839963931917347e-05,0.0012827346228065377,-3.401799425248739,0.0010407963285337617,0.0010539136950251657
1205,1,7,20,5,-3.420149789690897,0.001861546815896024,0.0009027783791566064,-3.405886024098143,-1.6284324993879012e-05,0.0009502436013550905
1206,1,7,20,6,-3.4273087193051532,0.00014622597942716355,0.00131611928703895,-3.412299823873096,-0.0016505788381853915,0.0013246901233863475
1207,1,7,20,7,-3.428291331434661,0.0005606847719980581,0.0008209897970851411,-3.412250613734686,-0.0015863265640718909,0.0005652645028485486
1208,1,7,20,8,-3.4238589774802084,5.5350946899508256e-05,0.0008527216136998782,-3.4087133190608045,-0.000703757506008294,0.0009485972121875151
1209,1,7,20,9,-3.423149376153677,0.0,0.0011401321230295215,-3.4092469949698594,-0.0017317028095091371,0.0011584871685044918
1210,1,7,20,10,-3.427534309642818,-0.00028248750122899147,0.001008854658128724,-3.4036066713064907,-0.0004113242537686383,0.0007912873239432408
1211,1,7,20,11,-3.422738228039458,0.0027288351473662847,0.0007981576073651546,-3.412447426611613,0.00045934005004820324,0.0009286125406077205
1212,1,7,20,12,-3.425092995315212,-0.0006378867534472939,0.00087663220783616,-3.4059705537299587,-0.002885282386119572,0.0008111837366263082
1213,1,7,20,13,-3.424204011255382,0.00048489538176583005,0.0012051708259621747,-3.400668004211721,-0.0007526835147432119,0.000997603436504822
1214,1,7,20,14,-3.426292582470789,-0.0001263113676214868,0.0008683915853117281,-3.4090890592391467,-0.0003925250057757422,0.0008989180740409848
1215,1,7,20,15,-3.426475296653579,0.000261521417339016,0.0011907711732991252,-3.4114172965907184,-0.0037549220830886947,0.0012326106983821337
1216,1,7,20,16,-3.425681641598586,8.33744456025555e-05,0.0009367392663647854,-3.399883170143786,-0.0008175042045449989,0.0009058673085923745
1217,1,7,20,17,-3.4269025220828455,0.002459812087754458,0.001084865507751651,-3.415666840284023,0.0004249907948103411,0.0011085850774627643
1218,1,7,20,18,-3.4240231098907534,0.0003447607872141688,0.0009422210326475104,-3.406886961625897,-0.00013592295891232673,0.0008868645334465996
1219,1,7,20,19,-3.4262384278676983,0.001779768976312292,0.0008450373998539515,-3.411684875886234,-0.0016772523230786664,0.0008711432273641071
1220,1,7,20,20,-3.4233617273833605,-0.00015358984165077792,0.0012083307994126087,-3.4028578698263168,-0.0002481348524860528,0.001064712363038594
1221,1,7,20,21,-3.423751918936587,0.0020266905383309,0.000973855606090463,-3.4132960971670188,-0.0014546888170065128,0.0009959649912336668
1222,1,7,20,22,-3.428186608179647,0.0013393020486053315,0.0010118022466867945,-3.4125638006708177,0.00030062941239035706,0.0009839990945554493
1223,1,7,20,23,-3.4200743239296645,0.0030825612566114996,0.0012532393773707763,-3.409669230754627,0.0010568876930519432,0.0011765246193453237
1224,1,7,20,24,-3.42601598026624,-0.00023888428277195903,0.0011773648306410585,-3.409360047332318,-0.0029440753436405487,0.0012474146326450376
1225,1,7,20,25,-3.4265783089504644,0.001240838803453118,0.001041421469186685,-3.4116330667356336,-0.0019157134252896636,0.0009256913223556953
1226,1,7,20,26,-3.425029909871644,-1.0937738999616093e-05,0.0009234365720912752,-3.4075816533238728,7.894897423184962e-06,0.0008950729856507026
1227,1,7,20,27,-3.425728973877417,0.0015168205458211388,0.0010062990071041324,-3.4138281698970983,-0.002190787553769573,0.0010653938509870182
1228,1,7,20,28,-3.4241224041126253,0.0004697132440789505,0.0009252726110315305,-3.4017702731028994,0.00023734474913134507,0.0009597107127115275
1229,1,7,20,29,-3.4238956878942,0.0011113934554950972,0.001094367650889423,-3.410923898998701,-0.00018723143488289244,0.0010606207420188955
1230,1,7,20,30,-3.424600988202075,-0.000345916108640235,0.0011590505157991439,-3.4063339298672424,-0.001671858175980433,0.001082983395147372
1231,1,7,20,31,-3.4258030865357028,0.001707185008725738,0.0009877171291257497,-3.4136657729943107,-0.0018253645650752029,0.0010679001384784408
1232,1,7,20,32,-3.425087078768636,7.63114587513439e-05,0.0011122874681621204,-3.4017980299943655,0.00024160760077911354,0.0010057161414894133
1233,1,7,20,33,-3.4232284595755145,0.0020966723563493857,0.001046382719161268,-3.4135634320654282,-0.0014767235033950482,0.0010340100263992284
1234,1,7,20,34,-3.4257540398777633,0.0003276368725450711,0.0008773705569422624,-3.4049315111738188,-0.001844852415824062,0.0009746025971447376
1235,1,7,20,35,-3.4225441707365856,0.0020314558268333376,0.0011022737455785724,-3.4073527906711956,0.0007226668123342576,0.001074642110608788
1236,1,7,20,36,-3.4267929101560406,0.0005933891699808254,0.0010581744364706789,-3.409938892223733,-0.002207721399662469,0.0010630874738936091
1237,1,7,20,37,-3.42550119822017,0.0014673559679777265,0.001035323493541003,-3.413175075174307,-0.0013194875111591734,0.0010711418849433068
1238,1,7,20,38,-3.425243704802615,-0.00039811476055667014,0.0009686179852237358,-3.406558239116676,-0.0005043503518377022,0.0009903613280000004
1239,1,7,20,39,-3.423915102037131,0.0024193029852718397,0.001140709960130915,-3.41282323849624,-0.0002272385971636415,0.000976732788489115
1240,1,7,20,40,-3.4278000059868856,7.974787176107286e-05,0.0012995583478832649,-3.412014805958472,-0.002113852360149212,0.0010116171649211785
1241,1,7,20,41,-3.424411727774567,0.00013558982750024214,0.0011168779609557825,-3.4080010998067807,-0.0003582816376354384,0.0010972823328611817
1242,1,7,20,42,-3.425480961665945,0.0009069706578611582,0.0010105029061333159,-3.4125015106144803,-0.0006977187471060146,0.0010275439946295067
1243,1,7,20,43,-3.4197063866298776,0.0022439483823468304,0.0009190083446469224,-3.4021393814878156,0.0016936892229154161,0.0009094977403268374
1244,1,7,20,44,-3.425065561771967,0.0004211984651262099,0.0010183826328935255,-3.407730853977273,0.0005689050061114232,0.001071222105902203
1245,1,7,20,45,-3.425111995363389,0.00220213761576057,0.0012527481963168392,-3.4130632623600614,-0.0013051483345808787,0.0010342507932213569
1246,1,7,20,46,-3.423540425337105,0.0012934633912171664,0.0010751181340651718,-3.4087449145943363,0.00022448925358749434,0.0009445032181943662
1247,1,7,20,47,-3.424703508229213,0.0009578051322107942,0.0008220775939405608,-3.406363488044179,0.00025168305345749065,0.0008759932389044074
1248,1,7,20,48,-3.4249502054612804,0.002286754905586013,0.0008873709459269736,-3.4131401781710684,9.545488957910127e-05,0.0009893408878732537
1249,1,7,20,49,-3.424400794414502,0.00016430181444783605,0.0008658369716923964,-3.4077827327456167,-0.0006511393841505072,0.0011822081855176118
1250,1,7,20,50,-3.4259981195301146,0.0007465318524579351,0.0010703947425330376,-3.4115392390901604,0.000545031152013197,0.001059125064550345
1251,1,7,20,51,-3.422335818390398,0.001971967814876533,0.0011532766726964254,-3.4072996261780304,-0.0001539755114310338,0.0010716612692914676
1252,1,7,20,52,-3.4247997872581646,0.0022430531506714693,0.0006198387561037462,-3.417500510215648,0.0004589906953535196,0.0007724540905830345
1253,1,7,20,53,-3.4251179970207386,-0.00016147642745721028,0.0009869536742615227,-3.3996116754237584,-0.0001522816771442853,0.0009852019023674223
1254,1,7,20,54,-3.4235427243142302,0.0014383589432758032,0.0009651089156032791,-3.4130861639500485,0.00022977795389946118,0.0010040284354885561
1255,1,7,20,55,-3.4231978763656503,0.00037625889052855907,0.0010309583330117547,-3.4024280172754593,-0.0007685839109672721,0.000987327014791046
1256,1,7,20,56,-3.4254430679911976,0.0009156754743783974,0.0010557430842270507,-3.411799834140856,0.00044689959447957554,0.0010628295669385507
1257,1,7,20,57,-3.4261519443090407,0.0028768251990773605,0.0014057573294422826,-3.411564384869493,0.00018462928326703804,0.0012470794596401973
1258,1,7,20,58,-3.425088735776754,0.0016390299198871753,0.0016212152891897857,-3.416780540538461,-0.00011890455468371863,0.0014367262727820493
1259,1,7,20,59,-3.423873774745573,0.00025849632666625284,0.0010481202741802723,-3.4010213754558256,0.0,0.0010421956618687537
1260,1,7,20,60,-3.421159945228372,0.0034274458815056873,0.001070426744104725,-3.4094543776870143,0.001394533223505869,0.000916493250947559
1261,1,7,20,61,-3.4265713788854018,0.0006660082050003238,0.001123468445594827,-3.413670303906654,-0.0007279479374725311,0.0010995165615961253
1262,1,7,20,62,-3.426932810036795,0.0012961994229528798,0.0008760287130440572,-3.4156823373265324,0.0009895558369023855,0.0007293065662660081
1263,1,7,20,63,-3.4246173621862726,0.0017481178706716418,0.0011953271519670513,-3.408311062030866,-9.428290139421643e-05,0.0011421310378759639
1264,1,7,20,64,-3.4221192819051454,0.001613944806621087,0.0010280851334462282,-3.4116268637147305,-7.404286601178211e-05,0.0010915965026336012
1265,1,7,20,65,-3.427496691874184,0.0006563495862480107,0.0011311123903225294,-3.40510993236567,-0.0005467478527801191,0.001124583458220278
1266,1,7,20,66,-3.4215232375833735,0.002965283749856739,0.001160169054183667,-3.4133225211237646,0.0006328596007568898,0.0010532325925488608
1267,1,7,20,67,-3.4242506235656016,0.00027118972240952946,0.0008070889211563327,-3.407553923041303,-0.0011405426292670391,0.0007636103134999763
1268,1,7,20,68,-3.4242895337839445,0.0016805274449610019,0.0010990489269589294,-3.409809850217033,0.0007209025163797131,0.0010571008819832768
1269,1,7,20,69,-3.4230840984234456,0.0008095974262814854,0.0012749572882749158,-3.4076773244332186,-0.0008710253539890849,0.0011513701284556403
1270,1,7,20,70,-3.4233577987203136,0.0021521857214933343,0.0009147677002576044,-3.413427738059268,0.0009252825018529821,0.0009777494658490217
1271,1,7,20,71,-3.424993407254843,-3.247628233476129e-05,0.0009794939056868908,-3.4002076365086857,-0.0005477470632017382,0.0010590002575748174
1272,1,7,20,72,-3.424557014650862,0.0022001550740125076,0.0010295231831904351,-3.41407032493675,0.0009239269250869966,0.001057004350209643
1273,1,7,20,73,-3.426311630238958,-0.00011957802246722801,0.0009164295046212421,-3.409884594952774,-0.0021021143583294754,0.0009159442476140561
1274,1,7,20,74,-3.4267484937419352,0.0004022510585714311,0.0009328770023686503,-3.412097778751676,-0.0019743708864508854,0.0008608239079166814
1275,1,7,20,75,-3.428940066185834,0.00011359351842275345,0.0009347951496926705,-3.4124285865650985,-0.000718987420989751,0.0010195048781810106
1276,1,7,20,76,-3.424139523721048,0.002000144800334074,0.0010158187940678969,-3.413843563212685,-0.0013576907208011605,0.0011198855575068772
1277,1,7,20,77,-3.426736627902652,-0.00034342935564579875,0.0010320907315913834,-3.39989742286241,-0.0017883845917006415,0.001011913584088794
1278,1,7,20,78,-3.422707096886575,0.0030943743472584603,0.000979746545853562,-3.4131121079528475,0.0007001642100813157,0.0009099412199108199
1279,1,7,20,79,-3.425326514126872,-0.0006161056082596502,0.0008173638759287136,-3.4069719821062194,-0.0031011284342788163,0.0007652405364321937
1280,1,7,20,80,-3.4259168233256023,0.0018951223230845354,0.0009928651233775292,-3.4129947131697853,0.00019616936098343612,0.001053713141960782
1281,1,7,20,81,-3.4274277220763834,0.00013509792271354905,0.0011991136250644465,-3.410726634686955,-0.0008189998027522045,0.0011183661066909228
1282,1,7,20,82,-3.427080462983773,0.002343346999411868,0.001142591545652329,-3.418391684553875,5.787807004207254e-05,0.001092968271278423
1283,1,7,20,83,-3.425499286755747,0.0015238974976718065,0.0011010829802418826,-3.406652034234627,0.00021183553786304236,0.0009551780797866363
1284,1,7,20,84,-3.4243728781226093,0.0023435383407175423,0.000891946664222789,-3.414398025875301,0.001186570922249705,0.0009669219164793956
1285,1,7,20,85,-3.425671028615994,0.0008788077682584519,0.0008826610443875069,-3.410697068936771,-0.001489992126920745,0.0007976462451823561
1286,1,7,20,86,-3.4265305257905405,0.0016390120404539403,0.000927390803141342,-3.4150334077910975,-0.0016298990432647073,0.0011060936855224839
1287,1,7,20,87,-3.4237121489639057,0.0012747286489593604,0.0009843571006585372,-3.403207764956309,-1.5983928422117844e-05,0.0010000248160541335
1288,1,7,20,88,-3.4235470026072874,0.0025770220903133458,0.0009142960873670478,-3.413364172735131,-0.0004051326215624827,0.0008893948052577955
