Epoch,Learning Rate,Training Loss,Time Loss,FFT Loss,Offset Loss,Amplitude Loss,Regularization Loss,Adversarial Loss,STFT Loss,PINN Loss,Error,Mean,Var,Testing Loss,Testing Time Loss,Testing FFT Loss,Testing Offset Loss,Testing Amplitude Loss,Testing Regularization Loss,Testing Adversarial Loss,Testing STFT Loss,Testing PINN Loss,Testing Error,Testing Mean,Testing Var
13,9.114433891662902e-05,0.1663699895143509,0.05325407741798295,0.07539530595143636,3.2781598987538826e-05,0.0007524498958244092,0.02407043965326415,0.012864938730167018,0.0,0.0,0,-0.03446581131882138,0.807190994421641,0.1909484565258026,0.05947187915444374,0.09114924818277359,7.107518467819318e-05,0.0017129748594015837,0.023481162264943123,0.015062113292515278,0.0,0.0,0,-0.03485851734876633,0.9220252633094788
14,8.978547040132317e-05,0.1454454395506117,0.04679282299346394,0.06480631149477428,3.5376554226079155e-05,0.0006088035362255243,0.0220422117660443,0.01115991361439228,0.0,0.0,0,-0.033815218756596245,0.7944971985287137,0.15621808171272278,0.04925977811217308,0.07201577723026276,7.243414438562468e-05,0.0008489766623824835,0.021893559023737907,0.012127555906772614,0.0,0.0,0,-0.03482650965452194,0.8728612065315247
15,8.834280064097317e-05,0.13223994274934134,0.042256908698214427,0.05852310028341082,3.8270139106720715e-05,0.00046752519038919773,0.020876135677099228,0.010078001043034924,0.0,0.0,0,-0.03312237374484539,0.7787849638197157,0.12875694036483765,0.040955621749162674,0.057099588215351105,3.27633460983634e-05,0.0004459112824406475,0.02041754126548767,0.009805521927773952,0.0,0.0,0,-0.03367656469345093,0.8363358974456787
16,8.681980515339464e-05,0.11954011023044586,0.03848063242104319,0.052013182391723,1.7208956961667354e-05,0.0004107431644418587,0.019568960699770186,0.00904938154336479,0.0,0.0,0,-0.03244425646132893,0.7774665819274055,0.1335439532995224,0.04038691520690918,0.06277179718017578,3.587952596717514e-05,0.0006197853363119066,0.019413700327277184,0.01031587179750204,0.0,0.0,0,-0.03354718163609505,0.7790952920913696
17,8.522015296811584e-05,0.1187138126956092,0.03743136011891895,0.0530698477394051,1.0688276991762299e-05,0.0007086528154710928,0.018443142995238304,0.009050121116969321,0.0,0.0,0,-0.03159185643825266,0.7723099589347839,0.14596214890480042,0.04175915941596031,0.07291243970394135,1.2604392907178408e-07,0.0016466602683067322,0.018176594749093056,0.011467160657048225,0.0,0.0,0,-0.03271684795618057,0.7447660565376282
18,8.354769778736406e-05,0.12927249984608757,0.039162354750765696,0.061335145185391106,2.194740752909436e-05,0.0012984549329202208,0.01740484457049105,0.010049750200576253,0.0,0.0,0,-0.030671082230077848,0.7721073693699307,0.10761718451976776,0.033216364681720734,0.049633778631687164,2.9877826364099747e-06,0.000415524176787585,0.016063515096902847,0.008285014890134335,0.0,0.0,0,-0.030730869621038437,0.8095831871032715
19,8.18064687021595e-05,0.11427909880876541,0.03497795636455218,0.05329968242181672,3.571923478457645e-05,0.0005900512139002482,0.016547922872834735,0.008827764075249434,0.0,0.0,0,-0.030267665576603677,0.7911207874615988,0.11799151450395584,0.03735851123929024,0.05535734072327614,4.832390550291166e-05,0.0009796712547540665,0.014976086094975471,0.009271585382521152,0.0,0.0,0,-0.029931537806987762,0.8793612718582153
20,8.00006604858821e-05,0.12930012494325638,0.03720648793710603,0.06504619328512086,0.00016495372215609273,0.0005751291755586863,0.01608209094653527,0.010225268184310861,0.0,0.0,0,-0.03005873639550474,0.7834567295180427,0.11439429223537445,0.034604512155056,0.05583856627345085,0.00012271397281438112,0.0003978583845309913,0.014386343769729137,0.00904430728405714,0.0,0.0,0,-0.029239380732178688,0.828641951084137
21,7.813462348869498e-05,0.0960749089717865,0.030275637076960668,0.04279296431276533,3.3492291608341577e-05,0.00036968628733625845,0.015296269829074541,0.007306860190712743,0.0,0.0,0,-0.029519148584869172,0.7995129095183479,0.10646405816078186,0.0334794782102108,0.049332212656736374,3.120981318716076e-06,0.0007984836702235043,0.014569589868187904,0.008281169459223747,0.0,0.0,0,-0.029516400769352913,0.8738631010055542
22,7.62128531571699e-05,0.10253199024332894,0.031658918907245,0.047276912877957024,4.312728616342712e-05,0.000635981559753418,0.015023467337919606,0.007893583323392604,0.0,0.0,0,-0.029417188838124275,0.7993150485886468,0.08750247955322266,0.02859000861644745,0.03805788978934288,1.96808159671491e-05,0.00031421586754731834,0.013855889439582825,0.006664790213108063,0.0,0.0,0,-0.029201149940490723,0.8543171882629395
23,7.42399792043627e-05,0.0963995936844084,0.030192544476853475,0.04424284274379412,3.215596050686208e-05,0.00043849620851688087,0.01405001680056254,0.007443538815197017,0.0,0.0,0,-0.028570640004343457,0.8172347479396396,0.08651522547006607,0.02709689363837242,0.038583651185035706,8.195418104151031e-07,0.0004234103253111243,0.013842395506799221,0.006568055134266615,0.0,0.0,0,-0.028933458030223846,0.8104125261306763
24,7.222075445642905e-05,0.08649462461471558,0.02732077096071508,0.03832446990741624,8.881779403206261e-06,0.0003514417460084789,0.013924536916116873,0.006564524128205246,0.0,0.0,0,-0.028656522432963055,0.8093714449140761,0.07867550849914551,0.02538362890481949,0.03366396948695183,1.1115544111817144e-06,0.0002103015867760405,0.01351174246519804,0.005904759746044874,0.0,0.0,0,-0.02892979234457016,0.8425532579421997
25,7.01600434026499e-05,0.08791697604788674,0.02727163914177153,0.03983432509832912,1.6270141814958253e-05,0.0006150780326505709,0.01346906791958544,0.006710596589578522,0.0,0.0,0,-0.02831066047979726,0.8063384758101569,0.08049696683883667,0.026260722428560257,0.034778837114572525,1.950281330209691e-05,0.00020848674466833472,0.013125463388860226,0.006103956140577793,0.0,0.0,0,-0.028740867972373962,0.8529548645019531
26,6.80628104764508e-05,0.08521364380915959,0.026838143666585285,0.03835498748554124,1.6142164769108705e-05,0.0005682852529894768,0.012916774282024967,0.006519313177300824,0.0,0.0,0,-0.027883366992076237,0.8251127070850797,0.07276976108551025,0.02360091172158718,0.03108370304107666,6.692393981211353e-07,0.0002328251430299133,0.012383192777633667,0.005468461662530899,0.0,0.0,0,-0.0280904583632946,0.8385219573974609
27,6.593410809564689e-05,0.08238998138242298,0.025726345264249377,0.03742004372179508,1.3392938834992188e-05,0.0004833499907464203,0.012432209526499113,0.006314639105565018,0.0,0.0,0,-0.02752985681096713,0.8302264279789395,0.08821090310811996,0.026301665231585503,0.04171952232718468,9.758013220562134e-06,0.0009362597484141588,0.012441574595868587,0.0068021188490092754,0.0,0.0,0,-0.02816949412226677,0.8077377080917358
28,6.377906449072579e-05,0.09007364097568724,0.02718036642505063,0.04308680258691311,5.717028895762471e-05,0.000643843183449159,0.01207874228970872,0.0070267170667648315,0.0,0.0,0,-0.026975648684634104,0.8330499993430244,0.09065409749746323,0.02680329978466034,0.04530438780784607,8.03868388175033e-05,0.00029051394085399806,0.010964745655655861,0.007210768759250641,0.0,0.0,0,-0.026486389338970184,0.8624140620231628
29,6.160287135049128e-05,0.09163025766611099,0.026118134665820334,0.046123097754187055,4.353669471078724e-05,0.0003095905041037541,0.011811772982279459,0.0072241235627896255,0.0,0.0,0,-0.0270113887058364,0.825093494521247,0.0755927786231041,0.02441530115902424,0.03341243788599968,2.3257794964592904e-05,0.00016064432566054165,0.011798358522355556,0.005782774183899164,0.0,0.0,0,-0.027525000274181366,0.8588560223579407
30,5.9410771314830245e-05,0.08197729372315937,0.025354742176002927,0.03823042826520072,5.359429885882289e-05,0.00018713486982354274,0.011792877792484231,0.006358517178644736,0.0,0.0,0,-0.027046073228120804,0.8376102182600234,0.07000145316123962,0.022292833775281906,0.030633892863988876,3.7235431591398083e-06,0.00014025428390596062,0.011638072319328785,0.005292672663927078,0.0,0.0,0,-0.02763468772172928,0.8564960956573486
31,5.720804534473382e-05,0.07766960892412397,0.023571740835905075,0.0363597876081864,2.355259647303222e-05,0.00020759987172722403,0.01151377386930916,0.005993152968585491,0.0,0.0,0,-0.02702636540763908,0.8324269519911872,0.065904900431633,0.021678883582353592,0.02777773328125477,2.554767490892118e-07,0.00015761122631374747,0.011344747617840767,0.004945661872625351,0.0,0.0,0,-0.027384188026189804,0.8603531122207642
32,5.5e-05,0.0693085061179267,0.022085915837022994,0.030236247099108167,6.3430960134761944e-06,0.00021756283078704856,0.011530219370292293,0.005232216428137488,0.0,0.0,0,-0.02722826682858997,0.8388760487238566,0.07430195808410645,0.023610368371009827,0.034039001911878586,5.538275217986666e-05,0.00017469108570367098,0.010657577775418758,0.005764937028288841,0.0,0.0,0,-0.02684001624584198,0.8706580400466919
33,5.279195465526619e-05,0.07058921373552746,0.02224822321699725,0.03154777901040183,3.090939010993073e-05,0.00022672260658712022,0.011155979397396246,0.005379600398656394,0.0,0.0,0,-0.02683354314002726,0.8331542081303067,0.06232031434774399,0.020677506923675537,0.025921911001205444,2.7567830329644494e-07,0.000145390018587932,0.010915285907685757,0.004659941885620356,0.0,0.0,0,-0.027095410972833633,0.8630620837211609
34,5.058922868516977e-05,0.06334996099273364,0.020691187638375495,0.026830978277656767,8.062342686798729e-06,0.00018345217944847213,0.01088406414621406,0.0047522167054315405,0.0,0.0,0,-0.026677449751231406,0.8392435312271118,0.06742650270462036,0.021828802302479744,0.029431572183966637,2.497776767995674e-05,0.00015349811292253435,0.010861614719033241,0.005126037634909153,0.0,0.0,0,-0.027127094566822052,0.8673994541168213
35,4.839712864950873e-05,0.07460345493422614,0.02370950538251135,0.03414526374803649,4.8427994341990496e-05,0.00020413803576957434,0.010710641948713196,0.005785476985490984,0.0,0.0,0,-0.02667053581939803,0.8516988025771247,0.08300697803497314,0.02572477236390114,0.03975250944495201,4.456500755622983e-05,0.0002039584214799106,0.010733448900282383,0.0065477280877530575,0.0,0.0,0,-0.0268875565379858,0.8540346622467041
36,4.6220935509274235e-05,0.08762732727660073,0.026217216211888526,0.043816984734601445,4.017980151300233e-05,0.00018402197909179248,0.010365504978431596,0.007003420187781255,0.0,0.0,0,-0.026249625616603427,0.8494566679000854,0.0844927579164505,0.023559102788567543,0.043901026248931885,1.1731810445780866e-05,0.00025581649970263243,0.010019070468842983,0.006746012717485428,0.0,0.0,0,-0.025991622358560562,0.8559063673019409
37,4.406589190435313e-05,0.07804873254564074,0.022897675426469907,0.03831822114686171,3.351696511799673e-05,0.00021031103258590319,0.010467419090370337,0.006121589698725277,0.0,0.0,0,-0.026440109436710674,0.8517434663242764,0.06820810586214066,0.021357983350753784,0.03154632821679115,4.2259591282345355e-05,0.0001477679907111451,0.009823332540690899,0.005290431436151266,0.0,0.0,0,-0.026318546384572983,0.8749997615814209
38,4.193718952354921e-05,0.07332325188650025,0.022567625467975933,0.034456728854113154,6.821143299854764e-05,0.00017874108743853867,0.010349507340126567,0.005702435659865539,0.0,0.0,0,-0.026431291674574215,0.8516986436314053,0.07540784776210785,0.023777227848768234,0.03573378920555115,8.070746844168752e-05,0.00017073212075047195,0.009694292210042477,0.005951101891696453,0.0,0.0,0,-0.026296894997358322,0.872117280960083
39,3.98399565973501e-05,0.09418958922227223,0.028053752871023283,0.04756981465551588,0.00013181186770654877,0.00025575593948209036,0.010616099461913109,0.00756235694926646,0.0,0.0,0,-0.02663584239780903,0.851186904642317,0.07305311411619186,0.022134747356176376,0.0351903922855854,5.8874094975180924e-05,0.00023892123135738075,0.009697663597762585,0.005732513964176178,0.0,0.0,0,-0.026093946769833565,0.8804762363433838
40,3.777924554357096e-05,0.06882047322061327,0.021555484582980473,0.031512193381786346,4.3770234747676616e-05,0.0001832766154418803,0.010218979997767342,0.005306767920653026,0.0,0.0,0,-0.026319803877009287,0.8544552193747627,0.06161654368042946,0.019817393273115158,0.02706090919673443,2.1871373974136077e-05,0.00014938102685846388,0.009879160672426224,0.004687830340117216,0.0,0.0,0,-0.02633926086127758,0.8711361885070801
41,3.576002079563732e-05,0.06321172292033832,0.02029163369701968,0.02771353017952707,2.4814322071304356e-05,0.00015209003241680976,0.010229139485292964,0.004800516439394819,0.0,0.0,0,-0.02633911867936452,0.8557520310084025,0.06358247250318527,0.020004725083708763,0.028594886884093285,3.324745421195985e-06,0.0001283149467781186,0.009991266764700413,0.004859961103647947,0.0,0.0,0,-0.026656702160835266,0.8819701671600342
42,3.3787146842830105e-05,0.06054748884505696,0.019420295539829466,0.02624464842180411,5.610409181776453e-06,0.00018323581914753758,0.01012720364249415,0.00456649453068773,0.0,0.0,0,-0.026313705162869558,0.8568660418192545,0.057448405772447586,0.018878843635320663,0.024323109537363052,3.874371486745076e-06,0.0001443950313841924,0.009777985513210297,0.004320195410400629,0.0,0.0,0,-0.026401221752166748,0.8877080678939819
43,3.1865376511305024e-05,0.05923227758871184,0.019241479328937,0.025479238480329514,1.633269213938446e-05,0.0001775680591688595,0.009845586804052195,0.004472071925799052,0.0,0.0,0,-0.026125152077939775,0.8579555749893188,0.056645989418029785,0.018277011811733246,0.024050230160355568,1.0040967026725411e-05,0.00013035461597610265,0.009945630095899105,0.004232724197208881,0.0,0.0,0,-0.02648220956325531,0.8737413287162781
44,2.9999339514117912e-05,0.060121848351425596,0.019434512075450685,0.026157789553205173,1.989664066254843e-05,0.00015984051666843394,0.009790578857064247,0.004559230214605729,0.0,0.0,0,-0.026010278405414686,0.861022498872545,0.054905928671360016,0.018075095489621162,0.022860441356897354,6.792568456148729e-06,0.00011417738278396428,0.009755867533385754,0.004093553870916367,0.0,0.0,0,-0.026355188339948654,0.8770272135734558
45,2.81935312978405e-05,0.058253366914060384,0.018802990929947958,0.02518861699435446,9.729657848980525e-06,0.00014999665533347675,0.009702872277961837,0.0043991608545184135,0.0,0.0,0,-0.026011110179954104,0.8637536896599664,0.055758871138095856,0.018205955624580383,0.023728549480438232,4.935034603192889e-09,0.00016285137098748237,0.009468059055507183,0.004193450789898634,0.0,0.0,0,-0.026034068316221237,0.8784297704696655
46,2.6452302212635962e-05,0.057038808034525976,0.018456114249096975,0.024526658985349867,4.779151582725818e-06,0.00020203822350595146,0.0095509412801928,0.004298277406228913,0.0,0.0,0,-0.02581173140141699,0.8609770403967963,0.06056012213230133,0.019340980798006058,0.026957981288433075,5.0990165618713945e-06,0.00016770251386333257,0.009458464570343494,0.004629896488040686,0.0,0.0,0,-0.02598489634692669,0.8712422251701355
47,2.477984703188417e-05,0.05716852471232414,0.018603648369510967,0.02474354352388117,2.0291894884394424e-05,0.0001671126673399057,0.009299210479689969,0.0043347191789911855,0.0,0.0,0,-0.0256139211770561,0.865564207235972,0.05457778647542,0.017740411683917046,0.023188501596450806,8.697023076820187e-06,0.0001548760337755084,0.009392404928803444,0.004092891700565815,0.0,0.0,0,-0.026046600192785263,0.8786231875419617
48,2.3180194846605367e-05,0.05619644083910518,0.01831246457166142,0.02412439530922307,1.3952761700390207e-05,0.00020011452983857857,0.009301826875242922,0.004243686122612821,0.0,0.0,0,-0.025573338485426374,0.8733298910988702,0.05154884606599808,0.017176428809762,0.0213495921343565,1.7612504166208964e-07,0.0001073378007276915,0.009062711149454117,0.00385260209441185,0.0,0.0,0,-0.025783641263842583,0.8942711353302002
49,2.165719935902685e-05,0.05587848731213146,0.018201824898521107,0.02414261508319113,1.2036255861226487e-05,0.00016555155808519985,0.009122016425761912,0.004234444194783767,0.0,0.0,0,-0.025386054068803787,0.8685118291113112,0.056999605149030685,0.018446404486894608,0.025084761902689934,1.95306120076566e-06,0.0002082645078189671,0.008905104361474514,0.004353116732090712,0.0,0.0,0,-0.02552623301744461,0.908265233039856
50,2.0214529598676836e-05,0.05852022228969468,0.01891112555232313,0.025868056135045156,1.812869065057991e-05,0.00020618146421232572,0.009038809583418898,0.004477918303261201,0.0,0.0,0,-0.02522053921388255,0.8715272612041898,0.056210219860076904,0.01818995364010334,0.024765562266111374,4.799909220309928e-06,0.00011259950406383723,0.00884175207465887,0.004295551683753729,0.0,0.0,0,-0.02557535097002983,0.8901525735855103
51,1.8855661083370983e-05,0.05783664807677269,0.01853782766395145,0.025693209014005132,1.5025762170100481e-05,0.00015045280290198408,0.009017027811043792,0.004423103812668059,0.0,0.0,0,-0.02527262166970306,0.8692037396960788,0.05068559572100639,0.016937168315052986,0.021030884236097336,1.675664265121668e-07,0.00011255289427936077,0.008808018639683723,0.0037968053948134184,0.0,0.0,0,-0.02528740093111992,0.8934950232505798
52,1.758386744638546e-05,0.05343240830633375,0.01755809100965659,0.02278371610575252,7.1478389472979925e-06,0.00014806791215151962,0.008901206052137746,0.004034180763281054,0.0,0.0,0,-0.02517069462272856,0.877438571718004,0.053807780146598816,0.017833825200796127,0.022909177467226982,7.092368377925595e-06,0.00012160335609223694,0.008861779235303402,0.0040743001736700535,0.0,0.0,0,-0.02533460408449173,0.8981215953826904
53,1.640221254998776e-05,0.05286107253697184,0.017414892713228863,0.02251088536447949,7.547609194820855e-06,0.0001426909519876871,0.008792478901644548,0.003992577911251121,0.0,0.0,0,-0.025003915031750996,0.879565523730384,0.05208244547247887,0.017177805304527283,0.022109536454081535,1.7874624518299242e-06,0.0001257118710782379,0.0087388651445508,0.003928734455257654,0.0,0.0,0,-0.02512134611606598,0.8871420621871948
54,1.531354310432403e-05,0.051513212422529854,0.017100377422240045,0.02164005363980929,5.272599351100224e-06,0.00014591533060108,0.008747549831039377,0.0038740431062049335,0.0,0.0,0,-0.024902368171347514,0.8845557901594374,0.04919951781630516,0.016337934881448746,0.020450882613658905,1.747792595097053e-07,0.00011340845958329737,0.008618236519396305,0.003678881796076894,0.0,0.0,0,-0.025211066007614136,0.8915309906005859
55,1.4320481809445051e-05,0.05082579577962557,0.01669752701289124,0.02143506643672784,6.353808912291154e-06,0.0001632936910027638,0.008710295582811037,0.0038132593553099367,0.0,0.0,0,-0.024905614968803193,0.8704657951990763,0.049590103328228,0.01649540290236473,0.020713739097118378,3.795196334976936e-07,0.00011815151083283126,0.008541516959667206,0.0037209142465144396,0.0,0.0,0,-0.025067444890737534,0.9041299223899841
56,1.3425421036992098e-05,0.05136973079707888,0.0170742254704237,0.021765296243959002,1.1322567972784884e-05,0.00013080658714493943,0.008504127152264118,0.0038839522231784132,0.0,0.0,0,-0.024678940574328106,0.8850049177805582,0.05069448798894882,0.016782067716121674,0.02160133235156536,3.4117811082978733e-06,0.000112120047560893,0.008357211016118526,0.003838340286165476,0.0,0.0,0,-0.024906901642680168,0.8934363126754761
57,1.2630517066764069e-05,0.05027725878689024,0.016521110095911555,0.02129485665096177,2.4610256047373646e-06,0.00016763797207709609,0.008509596706264548,0.0037815966902093757,0.0,0.0,0,-0.024660517358117633,0.874776025613149,0.05039464309811592,0.01662464439868927,0.021394064649939537,1.6693176121407305e-06,0.00015284583787433803,0.008419548161327839,0.0038018710911273956,0.0,0.0,0,-0.024870898574590683,0.9098326563835144
58,1.1937684892050604e-05,0.05052466980285115,0.016740039818816714,0.021481430985861354,1.0173795952065726e-05,0.00014248192180982896,0.008328394239975346,0.0038221471736000646,0.0,0.0,0,-0.02449340559542179,0.8871659106678433,0.04888187348842621,0.016202326864004135,0.020483769476413727,5.663624051521765e-06,0.00011691659892676398,0.008404585532844067,0.0036686097737401724,0.0,0.0,0,-0.02491934970021248,0.8909013867378235
59,1.1348593606245522e-05,0.049469334797726736,0.016405177406138845,0.02088265845345126,9.222801184686583e-06,0.00012891039902266735,0.008314581173989508,0.0037287838187896544,0.0,0.0,0,-0.024461299801866215,0.880324145158132,0.04847133159637451,0.016195395961403847,0.02019224315881729,6.91900595484185e-06,0.00010216551891062409,0.008335846476256847,0.00363876367919147,0.0,0.0,0,-0.02468041330575943,0.8994830250740051
60,1.0864662381854632e-05,0.04963703536325031,0.01648971831632985,0.020947581984930568,1.1913665163534562e-05,0.00012962057856687656,0.008314469932681985,0.003743730123258299,0.0,0.0,0,-0.02442204352054331,0.88305178615782,0.047306545078754425,0.015820063650608063,0.019680436700582504,1.4014528915140545e-07,9.958399459719658e-05,0.008156269788742065,0.0035500500816851854,0.0,0.0,0,-0.024617018178105354,0.8988401293754578
61,1.0487057051584854e-05,0.04813436129026943,0.015951101771659322,0.0201475340873003,2.510149500207288e-06,0.0001526130314838762,0.008270737922026051,0.003609863549677862,0.0,0.0,0,-0.024366991594433784,0.8810912768046061,0.04818419739603996,0.0161916371434927,0.020198186859488487,1.8359407931711758e-06,0.00013704365119338036,0.008016511797904968,0.003638982539996505,0.0,0.0,0,-0.02435929700732231,0.9134490489959717
62,1.0216687299751144e-05,0.04914907986919085,0.01637709378782246,0.02082341102262338,9.653069980686269e-06,0.00014413348091895587,0.008074738602671359,0.0037200505224366984,0.0,0.0,0,-0.0241660601976845,0.8910702599419488,0.04698589816689491,0.015664096921682358,0.019582750275731087,1.0251870889987913e-06,0.00011889682355104014,0.008094444870948792,0.0035246850457042456,0.0,0.0,0,-0.024462247267365456,0.8941853046417236
63,1.0054204470767243e-05,0.04807246600588163,0.015991818573739793,0.020258960417575307,6.197869939544236e-06,0.00014792514411965385,0.008042486798432138,0.0036250778422173527,0.0,0.0,0,-0.02410954712993569,0.8861931827333238,0.04633544012904167,0.015556501224637032,0.019249603152275085,5.62252978397737e-07,0.00010003591160057113,0.007948129437863827,0.003480610204860568,0.0,0.0,0,-0.024288218468427658,0.901872992515564
64,0.0001,0.047007087618112564,0.01570596338974105,0.019589224209388096,2.7294863605852192e-06,0.00013037553273736395,0.008049277899165949,0.0035295187392168576,0.0,0.0,0,-0.024097942229774263,0.8869922889603509,0.04655240476131439,0.015713945031166077,0.019402379170060158,2.8102915621275315e-06,9.569746907800436e-05,0.007825939916074276,0.003511632326990366,0.0,0.0,0,-0.024212228134274483,0.9105991125106812
65,9.998644684132918e-05,0.05867443564865324,0.018345690642793972,0.02747470202545325,2.630650824326292e-05,0.00044326907583227794,0.007802427125473817,0.00458203946861128,0.0,0.0,0,-0.02370890871518188,0.8886231581370035,0.04623701795935631,0.01559597346931696,0.019599808380007744,2.73608429779415e-06,0.00010225742880720645,0.007416662760078907,0.0035195783711969852,0.0,0.0,0,-0.023754864931106567,0.9221727848052979
66,9.994579552923276e-05,0.08109539912806617,0.024000381016068988,0.0427359344644679,0.00010594678244283766,0.00032308234464532387,0.007256423226661152,0.006673631620489889,0.0,0.0,0,-0.022919664159417152,0.8863974014918009,0.08791008591651917,0.022626150399446487,0.04996039718389511,2.6534987682680367e-06,0.0006073706317692995,0.007454860955476761,0.007258655037730932,0.0,0.0,0,-0.023747896775603294,0.965700626373291
