Epoch,Disc LR,D per G,Disc Loss,Real Guess,Real Quant,Fake Guess,Fake Quant
448,4e-05,1,1.3777180767059327,0.48972899675369264,0.26216158270835876,0.48398859580357867,0.5896530747413635
449,4e-05,1,1.1061308391888935,0.5471293274561564,0.19389402866363525,0.3915776801109314,0.49387648701667786
450,4e-05,1,0.8047067499160767,0.6299031710624695,0.3162979483604431,0.28873535652955373,0.36317065358161926
451,4e-05,1,0.644302655061086,0.6798407562573751,0.6742094159126282,0.2263847275575002,0.20979899168014526
452,4e-05,1,0.4744570020834605,0.7392097226778667,0.7300441861152649,0.15798225959142048,0.19265061616897583
453,4e-05,1,0.38585569977760314,0.7772465380032857,0.7539989352226257,0.12516726046800614,0.1867956966161728
454,4e-05,1,0.34370572152345075,0.7968454658985138,0.7835093140602112,0.10999734408181647,0.10704459995031357
455,4e-05,1,0.32332136080815244,0.8066719632882339,0.7814806699752808,0.10276773056158653,0.09961795806884766
456,4e-05,1,0.3267928659915924,0.8082115054130554,0.7870399951934814,0.10761833190917969,0.10921511799097061
457,4e-05,1,0.31696701320734894,0.8091798587278887,0.7860553860664368,0.09986358406868848,0.09495088458061218
458,4e-05,1,0.32820789728845867,0.7993332573345729,0.7850050330162048,0.09872290917805263,0.10327273607254028
459,4e-05,1,0.3112441301345825,0.8164769411087036,0.7870299816131592,0.10280993580818176,0.11449307203292847
460,4e-05,1,0.3061642646789551,0.8179168701171875,0.7846319675445557,0.09982827305793762,0.10382107645273209
461,4e-05,1,0.31461720168590546,0.8086724579334259,0.7823933362960815,0.09719545766711235,0.10113172233104706
462,4e-05,1,0.31345489621162415,0.8117101192474365,0.7867076396942139,0.0995340496301651,0.10702414810657501
463,4e-05,1,0.31655041376749676,0.8124959071477255,0.7851442694664001,0.10316682110230128,0.13643206655979156
464,4e-05,1,0.3221682608127594,0.8086225688457489,0.781419038772583,0.10392535850405693,0.11185351759195328
465,4e-05,1,0.31323128938674927,0.8189172744750977,0.7835249900817871,0.10725925862789154,0.1259981095790863
466,4e-05,1,0.30625539024670917,0.8154615163803101,0.7838174104690552,0.09717992444833119,0.09503582864999771
467,4e-05,1,0.3179945573210716,0.8080610781908035,0.7801859974861145,0.09946484491229057,0.0978044718503952
468,4e-05,1,0.31438302993774414,0.8119581937789917,0.781658947467804,0.10064423084259033,0.10932605713605881
469,4e-05,1,0.3165617088476817,0.8080679972966512,0.7848294377326965,0.09824733932813008,0.09425273537635803
470,4e-05,1,0.30670712888240814,0.8167809545993805,0.7860071063041687,0.09905556589365005,0.1032356470823288
471,4e-05,1,0.30598363280296326,0.8162369132041931,0.7857886552810669,0.09781259298324585,0.10776004195213318
