Epoch,Learning Rate,Training Loss,Time Loss,FFT Loss,Offset Loss,Amplitude Loss,Regularization Loss,Adversarial Loss,STFT Loss,PINN Loss,Error,Mean,Var,Testing Loss,Testing Time Loss,Testing FFT Loss,Testing Offset Loss,Testing Amplitude Loss,Testing Regularization Loss,Testing Adversarial Loss,Testing STFT Loss,Testing PINN Loss,Testing Error,Testing Mean,Testing Var
448,0.0001,0.05840656264788575,0.016354290859049395,0.03533267273774578,9.502878814752573e-05,0.0009759491706265382,0.0004799262614041153,0.005168696461219547,0.0,0.0,0,-0.006114038173109293,0.9770690202713013,0.01545970793813467,0.0055703576654195786,0.008032680489122868,5.072099156677723e-06,0.00010802054748637602,0.0003832741640508175,0.001360303838737309,0.0,0.0,0,-0.007269110064953566,0.9906973838806152
449,9.999915288771706e-05,0.014480542598499192,0.004995017131376598,0.007612031522310442,5.552678582413743e-06,0.00021075682727516524,0.00039647945151146915,0.0012607048977062935,0.0,0.0,0,-0.006145599660360151,0.9646882348590426,0.00843555573374033,0.0032413885928690434,0.004084342624992132,1.7960143168238574e-06,4.259523848304525e-05,0.0003328598686493933,0.0007325731567107141,0.0,0.0,0,-0.004938952624797821,0.9801523685455322
450,9.999661158276151e-05,0.011825010490914186,0.0037565947665522494,0.006456522943658961,1.7125335413462988e-06,0.0002445946067584575,0.00034427430687679187,0.0010213117736081283,0.0,0.0,0,-0.005328752359168397,0.9680493540234036,0.020618023350834846,0.005708030425012112,0.012142004445195198,6.428350474152467e-08,0.0006484179757535458,0.00033450263435952365,0.0017850034637376666,0.0,0.0,0,-0.005746870301663876,0.955578088760376
451,9.999237618081205e-05,0.013376511064254575,0.004102350264373753,0.007462378487818771,4.922629779950209e-06,0.0003128647193888254,0.00033752194334131974,0.0011564729049698347,0.0,0.0,0,-0.004781992588606145,0.970374173588223,0.007899644784629345,0.002854312304407358,0.00400016363710165,8.230813364207279e-06,3.833962182397954e-05,0.00031315014348365366,0.0006854475941509008,0.0,0.0,0,-0.004784519784152508,0.985808253288269
452,9.998644684132918e-05,0.011387727740738127,0.0036087274913572604,0.006241560732531879,5.1478508251218754e-06,0.00023471165049057972,0.0003125511607827826,0.0009850288560200068,0.0,0.0,0,-0.004934173077344894,0.980802469783359,0.015807023271918297,0.004626148846000433,0.009043416939675808,7.087482458700833e-07,0.00043731718324124813,0.0003324743884149939,0.001366956508718431,0.0,0.0,0,-0.005683913826942444,1.0263137817382812
453,9.99788237875492e-05,0.012629904370341036,0.003879571385267708,0.007050953908926911,2.8770250663809647e-06,0.00030077727408044867,0.00030267230855921906,0.0010930525345934762,0.0,0.0,0,-0.005207328953676754,0.9861016869544983,0.008241758681833744,0.0027100094594061375,0.004389191046357155,1.609008450031979e-06,0.0001284606842091307,0.0003025688056368381,0.0007099200738593936,0.0,0.0,0,-0.005650512408465147,0.9875102639198303
454,9.996950730647574e-05,0.009871710971411731,0.0031835089385923413,0.0053333798164708745,1.4643358888911785e-06,0.00019285375249940748,0.00030881525728748075,0.0008516889065504074,0.0,0.0,0,-0.0051546408277418874,0.9788145621617635,0.008568515069782734,0.002981295809149742,0.00443608732894063,5.858037184225395e-07,0.00013598207442555577,0.00027282623341307044,0.000741738302167505,0.0,0.0,0,-0.004209088161587715,1.0000158548355103
455,9.995849774886905e-05,0.007848530179924436,0.002678887608150641,0.004065982247185376,5.688277017807447e-07,0.00012306268803917596,0.00030554185569700267,0.0006744869881206088,0.0,0.0,0,-0.005107289594080713,0.9790971941418118,0.008428167551755905,0.0027308848220854998,0.00449698930606246,1.690830515599373e-07,0.000149875195347704,0.000327460904372856,0.0007227874593809247,0.0,0.0,0,-0.005037819035351276,1.0244303941726685
456,9.994579552923276e-05,0.00862460226441423,0.002828574325475428,0.004597971526285012,1.773907159237827e-06,0.0001573494814187547,0.00029627814850149054,0.0007426546136331228,0.0,0.0,0,-0.005097627639770508,0.9863198200861613,0.00742800859734416,0.0025962190702557564,0.003778248094022274,6.728660082444549e-07,0.00010261806892231107,0.0003128037496935576,0.0006374467047862709,0.0,0.0,0,-0.006099018268287182,1.0089058876037598
457,9.993140112579827e-05,0.0073757900132073295,0.0025385077266643443,0.0037963902577757835,1.4170960835397434e-06,0.00010814690540428273,0.00029783819142418605,0.0006334898126725522,0.0,0.0,0,-0.005265369080007076,0.9882565471861098,0.008359555155038834,0.0026997087989002466,0.0045118010602891445,6.322658236967982e-07,0.00015675387112423778,0.0002695074654184282,0.0007211510092020035,0.0,0.0,0,-0.004968665540218353,0.9923801422119141
458,9.991531508050671e-05,0.00753697126896845,0.0025695243902090522,0.0039020660074634683,1.6441146699877309e-06,0.00011326727285955308,0.00030331033889928623,0.0006471590539957914,0.0,0.0,0,-0.005320076365023851,0.9883463448948331,0.0057846661657094955,0.0022153190802782774,0.00277002458460629,2.7223322831559926e-06,2.1439718693727627e-05,0.0002766265533864498,0.0004985343548469245,0.0,0.0,0,-0.004094636533409357,1.0156700611114502
459,9.989753799898863e-05,0.005790284679581721,0.0021490773134347466,0.0028112916948480737,1.0147543684348016e-06,4.7188560478793486e-05,0.00028567556485844153,0.000496036913116566,0.0,0.0,0,-0.005096933907932705,0.9899402856826782,0.005813039373606443,0.0021156303118914366,0.0028276839293539524,2.67935973852218e-07,5.075013905297965e-05,0.00032437604386359453,0.0004943314124830067,0.0,0.0,0,-0.005035606678575277,1.024604320526123
