Epoch,Learning Rate,Training Loss,Time Loss,FFT Loss,Offset Loss,Amplitude Loss,Regularization Loss,Adversarial Loss,STFT Loss,PINN Loss,Error,Mean,Var,Testing Loss,Testing Time Loss,Testing FFT Loss,Testing Offset Loss,Testing Amplitude Loss,Testing Regularization Loss,Testing Adversarial Loss,Testing STFT Loss,Testing PINN Loss,Testing Error,Testing Mean,Testing Var
448,0.0001,0.1046802245804833,0.011699803859098919,0.025761511978796788,7.870425196898623e-06,0.001385621906087585,0.00035462623378003225,0.009357464176395701,0.05611332609421677,0.0,0,-0.001759779089803083,0.9992432726754082,0.04698144271969795,0.005428339820355177,0.01116266194730997,1.5474399788217852e-06,0.0005018052761442959,0.0003631198196671903,0.004192270338535309,0.02533170022070408,0.0,0,-0.0026102550327777863,0.9925746917724609
449,9.999915288771706e-05,0.023879045620560646,0.0032996824528608057,0.005273821401513285,7.966610190300748e-07,0.00015596651064697653,0.0003391381146179305,0.0021257404263855684,0.01268390038361152,0.0,0,-0.0039888792929963935,0.9643568462795682,0.025035841390490532,0.0029098112136125565,0.0057701789774000645,4.100459349842822e-08,0.0002419783268123865,0.0004136539064347744,0.00221637892536819,0.013483799062669277,0.0,0,-0.0038383472710847855,0.9373653531074524
450,9.999661158276151e-05,0.01819060194409556,0.0024636146974646384,0.004038911338688599,1.637484392031436e-07,0.00013962968821740814,0.0003493466291628364,0.001609223830099735,0.009589711928533183,0.0,0,-0.004125164511303107,0.9478107889493307,0.016324518248438835,0.0023009823635220528,0.003590148640796542,1.28907529983735e-07,9.899384895106778e-05,0.00032705371268093586,0.0014453039038926363,0.008561907336115837,0.0,0,-0.004787661135196686,0.9631203413009644
451,9.999237618081205e-05,0.016018969627718132,0.0021606618150447807,0.0035034947925143773,3.0273060187053284e-07,0.00011135672846446848,0.0003548061617443131,0.0014138640189129445,0.008474483102973964,0.0,0,-0.004079743495417966,0.9468235042360094,0.01294699963182211,0.0018101776950061321,0.0027793426997959614,5.2060951105659115e-09,7.914594607427716e-05,0.0002982527657877654,0.001142690540291369,0.006837383843958378,0.0,0,-0.004649278242141008,0.9659812450408936
452,9.998644684132918e-05,0.0123246011013786,0.0017704745470028785,0.002627131166971392,2.31470950061584e-07,5.862200527594218e-05,0.0003156697655665792,0.001086370728444308,0.006466101389378309,0.0,0,-0.004031890615200003,0.9532494942347208,0.012740258127450943,0.0018493040697649121,0.0027526789344847202,3.5523802921488823e-07,6.571909761987627e-05,0.00026494506164453924,0.0011281126644462347,0.0066791437566280365,0.0,0,-0.0029392631258815527,0.9657814502716064
453,9.99788237875492e-05,0.011612552425099744,0.001650238021587332,0.0025055486734749544,6.747145696471712e-07,6.5964545178253e-05,0.00029437705719222623,0.001022866920619789,0.006072882511135604,0.0,0,-0.0036255576026936374,0.9556699064042833,0.01131425704807043,0.001656938693486154,0.002447355305776,4.848541266255779e-07,5.913716449867934e-05,0.00024305419356096536,0.001001052907668054,0.005906234961003065,0.0,0,-0.003969224169850349,0.990318238735199
454,9.996950730647574e-05,0.010080455181499323,0.0014786989842024115,0.002141152443881664,2.9424266282755224e-07,5.0873467241924824e-05,0.0002688527844535808,0.0008873122796002361,0.005253271225632893,0.0,0,-0.003979569896020823,0.9660936660236783,0.010058651678264141,0.001458713784813881,0.0021561605390161276,2.0773209996605146e-07,4.9754075007513165e-05,0.0002478813985362649,0.0008873461629264057,0.005258587654680014,0.0,0,-0.003939571790397167,0.980666995048523
455,9.995849774886905e-05,0.013253319905036025,0.0017458423713429107,0.0029612730722874403,1.40194171531031e-07,0.00010918080362090323,0.0002616643501419781,0.0011711213543700676,0.007004098138875431,0.0,0,-0.0038624618771589464,0.9690249628490872,0.011342940852046013,0.0016981586813926697,0.0024305677507072687,3.9024831721690134e-07,6.322599074337631e-05,0.0002499193942639977,0.0010026732925325632,0.005898005794733763,0.0,0,-0.0038368941750377417,0.998793363571167
456,9.994579552923276e-05,0.015383087409039339,0.0020715369998166957,0.0034580435862557758,5.364555121111102e-07,0.00013595036822759235,0.00025672185195920366,0.0013627162229062782,0.008097581772340668,0.0,0,-0.003955463594239619,0.975117478105757,0.01987331360578537,0.0025668663438409567,0.004586467053741217,1.026119349489818e-07,0.0002236321015516296,0.00024187185044866055,0.0017643369501456618,0.010490036569535732,0.0,0,-0.0039617326110601425,1.0120160579681396
457,9.993140112579827e-05,0.015737100918259885,0.0020385096367034647,0.0035688899353974396,2.8163640076862686e-07,0.0001467646385814684,0.0002498099929653108,0.0013945677136588427,0.008338277228176594,0.0,0,-0.003972243853948182,0.9784889221191406,0.01008592825382948,0.0015313420444726944,0.0021319249644875526,6.272417607533498e-08,4.2157331336056814e-05,0.00023567031894344836,0.0008916398510336876,0.005253131501376629,0.0,0,-0.004121996462345123,0.9862731695175171
