Epoch,Disc LR,D per G,Disc Loss,Real Guess,Real Quant,Fake Guess,Fake Quant
0,4e-05,2,0.8114082916577657,0.6705194336175918,0.4084136188030243,0.33186157822608947,0.4300259053707123
1,4e-05,2,0.7106702029705048,0.7389867034825411,0.7045630216598511,0.33255471831018274,0.29687100648880005
2,4e-05,2,0.6801587027661941,0.7461778661784004,0.7160549759864807,0.31736966792274923,0.2684822380542755
3,4e-05,2,0.8144727209035088,0.7485020055490381,0.7190990447998047,0.39606481264619264,0.49235737323760986
4,4e-05,2,0.8111035932194103,0.7326580954320503,0.731315553188324,0.3750881354014079,0.2962436079978943
5,4e-05,2,0.6650316076619285,0.7493016506944384,0.7190431952476501,0.3078462545360838,0.26498034596443176
6,4e-05,2,0.6881636679172516,0.7642192840576172,0.7049478888511658,0.3423805832862854,0.4763143062591553
7,4e-05,2,0.6523090624495557,0.7446796956815218,0.7140459418296814,0.2906386526791673,0.2647998034954071
8,4e-05,2,0.6145741492509842,0.7728669047355652,0.7122101783752441,0.29964639991521835,0.36912116408348083
9,4e-05,2,0.6631842385167661,0.7320527563924375,0.7024242877960205,0.28698761761188507,0.30965542793273926
10,4e-05,1,0.5053331007560095,0.7681836599395389,0.7540054321289062,0.21266678472359976,0.23333920538425446
11,4e-05,1,0.71219801902771,0.7997633218765259,0.7517271637916565,0.3844566345214844,0.40343067049980164
12,4e-05,1,0.5296368364323961,0.7718958004992059,0.7571810483932495,0.227399746471263,0.22633051872253418
13,4e-05,1,0.4684235652287801,0.8071344892183939,0.7514371275901794,0.22409229477246603,0.2683996558189392
14,4e-05,1,0.6876673102378845,0.8135278820991516,0.7758764624595642,0.3820157051086426,0.4961472153663635
15,4e-05,1,0.6968096494674683,0.8073965311050415,0.7630453109741211,0.3829895555973053,0.4979192912578583
16,4e-05,1,0.5355823696876059,0.7714701526019038,0.7575636506080627,0.22898492308295504,0.2415439784526825
17,4e-05,1,0.4449367920557658,0.7949836403131485,0.7608237266540527,0.19335348655780157,0.35308635234832764
18,4e-05,1,0.4786892384290695,0.7908839583396912,0.758237361907959,0.2156868912279606,0.2772234380245209
19,4e-05,1,0.4166380057209416,0.8037790718831515,0.7707949876785278,0.17960673021642784,0.3238673210144043
20,4e-05,1,0.4093761593103409,0.8116577863693237,0.7503581047058105,0.18170256912708282,0.2389955371618271
21,4e-05,1,0.41460880637168884,0.824805736541748,0.7667426466941833,0.1990857720375061,0.30628499388694763
22,4e-05,1,0.4190502166748047,0.7989463760302618,0.7588372230529785,0.17624527215957642,0.261154443025589
23,4e-05,1,0.41321060061454773,0.8094440698623657,0.7531270384788513,0.18260633200407028,0.22786539793014526
24,4e-05,1,0.42222743142734875,0.8080143115737222,0.7559679746627808,0.18807663700797342,0.27763819694519043
25,4e-05,1,0.38746342062950134,0.8161950409412384,0.7617294192314148,0.16831373423337936,0.24340513348579407
26,4e-05,1,0.43209951122601825,0.8090219100316366,0.7635641098022461,0.19721814493338266,0.3145078122615814
27,4e-05,1,0.4132060564082602,0.803419317888177,0.7526914477348328,0.17616710131583008,0.24281205236911774
28,4e-05,1,0.4315796693166097,0.7972605427106222,0.7580180168151855,0.1850988765557607,0.322775661945343
29,4e-05,1,0.4126499444246292,0.7992210984230042,0.7674635052680969,0.17137957736849785,0.2509910762310028
30,4e-05,1,0.3958029704434531,0.8157688805035183,0.7598555684089661,0.17474267099584853,0.25842225551605225
31,4e-05,1,0.3987766206264496,0.8118345829156729,0.7511061429977417,0.17304580945235032,0.28434503078460693
32,4e-05,1,0.38438276946544647,0.8159764856100082,0.7586357593536377,0.1654493696987629,0.24560658633708954
33,4e-05,1,0.4014752507209778,0.8074418306350708,0.7610211968421936,0.17084847763180733,0.2563888728618622
34,4e-05,1,0.38485087752342223,0.8172626852989197,0.764729917049408,0.1671219676733017,0.22748522460460663
35,4e-05,1,0.4086950160562992,0.8021068796515465,0.7624559998512268,0.1710544489324093,0.24258480966091156
36,4e-05,1,0.43377140164375305,0.8258978128433228,0.7603576183319092,0.21532616019248962,0.36341479420661926
37,4e-05,1,0.39998534321784973,0.8048902153968811,0.7638213038444519,0.16675031185150146,0.285107284784317
38,4e-05,1,0.4097431202729543,0.8193782766660055,0.7514849305152893,0.1893632858991623,0.40933820605278015
39,4e-05,1,0.39558220903078717,0.828754186630249,0.7582176923751831,0.1873278965552648,0.39180877804756165
40,4e-05,1,0.37381598353385925,0.8278469443321228,0.7593517303466797,0.16880345344543457,0.2622639834880829
41,4e-05,1,0.4020145498216152,0.809297002851963,0.7537752985954285,0.1732436642050743,0.26025325059890747
42,4e-05,1,0.435046265522639,0.8218856056531271,0.7792879939079285,0.21212581793467203,0.40597444772720337
43,4e-05,1,0.41346386075019836,0.8132013281186422,0.7662509679794312,0.1862920622030894,0.3233356773853302
44,4e-05,1,0.41921602686246234,0.8026279966036479,0.7551976442337036,0.1796876589457194,0.29208675026893616
45,4e-05,1,0.4043037783015858,0.8046136986125599,0.7630458474159241,0.17018649252978238,0.31144940853118896
46,4e-05,1,0.3881633162498474,0.8189370632171631,0.7643020749092102,0.17141301035881043,0.2461935430765152
47,4e-05,1,0.3808467984199524,0.8140267531077067,0.761256217956543,0.1604460229476293,0.23014244437217712
48,4e-05,1,0.40288984030485153,0.8180830329656601,0.7630510926246643,0.18230530247092247,0.23194141685962677
49,4e-05,1,0.3797452747821808,0.8245648940404257,0.7693331241607666,0.17035079499085745,0.2643425762653351
50,4e-05,1,0.3653604984283447,0.8267205953598022,0.7563799619674683,0.1606033742427826,0.23126442730426788
51,4e-05,1,0.4099319449492863,0.8041911891528538,0.7709185481071472,0.17424693703651428,0.2903377115726471
52,4e-05,1,0.3639737516641617,0.8263083398342133,0.7575055956840515,0.15901849418878555,0.24572023749351501
53,4e-05,1,0.36277181406815845,0.8210831085840861,0.7560548186302185,0.15261518706878027,0.2263018637895584
54,4e-05,1,0.4353846460580826,0.8220640420913696,0.7567744851112366,0.21292980015277863,0.3746938407421112
55,4e-05,1,0.38227082788944244,0.8198165893554688,0.7614993453025818,0.16768226027488708,0.2671659588813782
56,4e-05,1,0.3419649600982666,0.8336659073829651,0.7645401358604431,0.14789238572120667,0.24628710746765137
57,4e-05,1,0.3743317574262619,0.8216007053852081,0.7538034915924072,0.1627434864640236,0.28489869832992554
58,4e-05,1,0.36788193384806317,0.8185756802558899,0.7751271724700928,0.15427230795224509,0.2180720716714859
59,4e-05,1,0.458098828792572,0.8351215124130249,0.7763246893882751,0.24264316260814667,0.38306179642677307
60,4e-05,1,0.4037194103002548,0.8241759538650513,0.7695469260215759,0.1896151676774025,0.32070329785346985
61,4e-05,1,0.4533848166465759,0.827263355255127,0.7502509951591492,0.2318364679813385,0.41184133291244507
62,4e-05,1,0.3873140811920166,0.8281618356704712,0.7660413384437561,0.18025949597358704,0.3056156635284424
63,4e-05,1,0.4275352954864502,0.8380048274993896,0.7695027589797974,0.22182497382164001,0.35338056087493896
64,4e-05,1,0.411604106426239,0.8377187848091125,0.7742933034896851,0.20905852317810059,0.33333635330200195
65,4e-05,1,0.4554176926612854,0.832328200340271,0.7616040110588074,0.23806136846542358,0.3502466678619385
66,4e-05,1,0.4183949828147888,0.8363311290740967,0.7705547213554382,0.213108092546463,0.3409685492515564
67,4e-05,1,0.38393986225128174,0.8254586458206177,0.7524533271789551,0.1747952401638031,0.2633184790611267
68,4e-05,1,0.4353484630584717,0.8180304527282715,0.7778351902961731,0.20803530514240265,0.3612377941608429
69,4e-05,1,0.39345458149909973,0.8142680525779724,0.7508223056793213,0.17126522958278656,0.28224971890449524
70,4e-05,1,0.41322304985739966,0.8031513799320568,0.7558001279830933,0.17583188550038772,0.29999345541000366
71,4e-05,1,0.3714227080345154,0.8277477820714315,0.7661651968955994,0.16657043248414993,0.24218705296516418
72,4e-05,1,0.41757857231866746,0.7994102722122556,0.7676645517349243,0.17484383923666819,0.25427401065826416
73,4e-05,1,0.38341299692789715,0.8177343308925629,0.7734135985374451,0.1663646623492241,0.3131181299686432
